bus,price,amount,cleared
17,16,2.0,2.0
17,15,3.0,3.0
17,12,4.0,4.0
17,12,2.0,2.0
17,9,7.0,7.0
17,7,9.0,9.0
17,6,2.0,2.0
17,5,1.0,1.0
17,3,6.0,6.0
18,23,4.0,4.0
18,23,1.0,1.0
18,19,7.0,7.0
18,17,9.0,9.0
18,17,8.0,8.0
18,17,5.0,5.0
18,16,2.0,2.0
18,15,2.0,2.0
18,13,5.0,5.0
18,13,2.0,2.0
18,10,2.0,2.0
18,9,1.0,1.0
19,23,2.0,2.0
19,23,1.0,1.0
19,22,7.0,7.0
19,19,2.0,2.0
19,18,6.0,6.0
19,17,8.0,8.0
19,17,4.0,4.0
19,16,3.0,3.0
19,16,1.0,1.0
19,15,2.0,2.0
19,11,8.0,8.0
19,11,7.0,7.0
19,8,6.0,6.0
19,6,2.0,2.0
19,6,2.0,2.0
20,23,6.0,6.0
20,21,5.0,5.0
20,20,11.0,11.0
20,18,5.0,5.0
20,13,1.0,1.0
20,10,6.0,6.0
20,9,5.0,5.0
20,9,5.0,5.0
20,7,2.0,2.0
20,7,1.0,1.0
20,6,3.0,3.0
20,4,2.0,2.0
20,2,5.0,5.0
21,24,5.0,5.0
21,24,5.0,5.0
21,23,15.0,15.0
21,19,11.0,11.0
21,19,3.0,3.0
21,19,2.0,2.0
21,19,2.0,2.0
21,17,4.0,4.0
21,12,4.0,4.0
21,11,2.0,2.0
21,11,2.0,2.0
21,10,4.0,4.0
21,10,4.0,4.0
21,9,6.0,6.0
21,9,3.0,3.0
21,6,9.0,9.0
21,5,9.0,9.0
21,4,4.0,4.0
21,2,5.0,5.0
21,2,4.0,4.0
22,24,4.0,4.0
22,22,5.0,5.0
22,22,5.0,5.0
22,15,1.0,1.0
22,13,10.0,10.0
22,11,8.0,8.0
22,10,8.0,8.0
22,10,1.0,1.0
22,9,4.0,4.0
22,7,1.0,1.0
22,4,1.0,1.0
22,3,9.0,9.0
23,22,5.0,5.0
23,20,1.0,1.0
23,19,3.0,3.0
23,16,2.0,2.0
23,13,7.0,7.0
23,12,9.0,9.0
23,12,1.0,1.0
23,10,7.0,7.0
23,8,9.0,9.0
23,6,7.0,7.0
23,6,7.0,7.0
23,5,8.0,8.0
23,5,5.0,5.0
23,3,2.0,2.0
24,22,3.0,3.0
24,20,4.0,4.0
24,20,2.0,2.0
24,17,6.0,6.0
24,13,4.0,4.0
24,12,1.0,1.0
24,6,6.0,6.0
24,3,3.0,3.0
24,2,5.0,5.0
24,2,5.0,5.0
25,23,7.0,7.0
25,23,7.0,7.0
25,22,3.0,3.0
25,20,2.0,2.0
25,19,3.0,3.0
25,13,3.0,3.0
25,13,2.0,2.0
25,7,3.0,3.0
25,4,5.0,5.0
25,4,5.0,5.0
25,3,5.0,5.0
26,24,2.0,2.0
26,20,2.0,2.0
26,18,2.0,2.0
26,9,3.0,3.0
26,7,4.0,4.0
26,6,3.0,3.0
26,4,6.0,6.0
26,3,9.0,9.0
26,3,6.0,6.0
26,2,3.0,3.0
27,23,6.0,6.0
27,22,5.0,5.0
27,22,4.0,4.0
27,22,2.0,2.0
27,21,4.0,4.0
27,21,2.0,2.0
27,19,7.0,7.0
27,19,2.0,2.0
27,16,2.0,2.0
27,15,2.0,2.0
27,14,6.0,6.0
27,13,7.0,7.0
27,8,4.0,4.0
27,6,13.0,13.0
28,24,11.0,11.0
28,24,7.0,7.0
28,22,1.0,1.0
28,20,3.0,3.0
28,18,1.0,1.0
28,17,7.0,7.0
28,13,3.0,3.0
28,11,1.0,1.0
28,10,7.0,7.0
28,10,3.0,3.0
28,9,4.0,4.0
28,7,5.0,5.0
28,7,4.0,4.0
28,6,4.0,4.0
28,6,1.0,1.0
28,4,5.0,5.0
28,4,3.0,3.0
28,3,6.0,6.0
28,2,1.0,1.0
29,21,2.0,2.0
29,20,10.0,10.0
29,12,2.0,2.0
29,12,2.0,2.0
29,12,1.0,1.0
29,11,7.0,7.0
29,9,5.0,5.0
29,8,8.0,8.0
29,6,1.0,1.0
29,6,1.0,1.0
29,5,4.0,4.0
29,5,1.0,1.0
29,3,4.0,4.0
29,2,2.0,2.0
