bus,price,amount,cleared
15,17,4.0,0.0
15,16,11.0,0.0
15,14,11.0,0.0
15,11,6.0,0.0
15,11,2.0,0.0
15,9,8.0,0.0
15,8,14.0,0.0
15,7,1.0,0.0
15,6,4.0,0.0
16,24,3.0,3.0
16,23,11.0,0.0
16,23,6.0,4.750707498163404
16,21,7.0,0.0
16,18,5.0,0.0
16,13,3.0,0.0
16,13,3.0,0.0
16,10,3.0,0.0
16,9,1.0,0.0
16,6,10.0,0.0
16,2,5.0,0.0
16,2,1.0,0.0
17,22,6.0,6.0
17,21,3.0,0.0
17,21,2.0,0.0
17,21,1.0,0.0
17,20,3.0,0.0
17,20,1.0,0.0
17,18,6.0,0.0
17,15,9.0,0.0
17,14,1.0,0.0
17,12,4.0,0.0
17,12,3.0,0.0
17,11,1.0,0.0
17,10,4.0,0.0
17,7,5.0,0.0
17,4,14.0,0.0
17,4,5.0,0.0
17,2,12.0,0.0
18,23,3.0,3.0
18,21,3.0,0.0
18,18,4.0,0.0
18,18,1.0,0.0
18,18,1.0,0.0
18,17,6.0,0.0
18,14,1.0,0.0
18,12,1.0,0.0
18,11,6.0,0.0
18,9,4.0,0.0
18,8,7.0,0.0
18,8,3.0,0.0
18,8,1.0,0.0
18,6,5.0,0.0
18,4,4.0,0.0
18,4,2.0,0.0
18,4,1.0,0.0
18,3,5.0,0.0
18,2,9.0,0.0
19,24,3.0,3.0
19,24,2.0,2.0
19,21,4.0,0.0
19,20,9.0,0.0
19,20,6.0,0.0
19,19,6.0,0.0
19,19,5.0,0.0
19,19,4.0,0.0
19,19,3.0,0.0
19,18,1.0,0.0
19,16,5.0,0.0
19,16,2.0,0.0
19,15,9.0,0.0
19,14,1.0,0.0
19,12,8.0,0.0
19,12,3.0,0.0
19,11,5.0,0.0
19,11,2.0,0.0
19,9,2.0,0.0
19,6,5.0,0.0
20,24,3.0,3.0
20,19,3.0,0.0
20,19,2.0,0.0
20,18,3.0,0.0
20,18,1.0,0.0
20,17,10.0,0.0
20,17,6.0,0.0
20,17,4.0,0.0
20,16,6.0,0.0
20,15,9.0,0.0
20,11,10.0,0.0
20,11,1.0,0.0
20,10,17.0,0.0
20,10,3.0,0.0
20,9,5.0,0.0
20,5,8.0,0.0
20,5,1.0,0.0
20,3,3.0,0.0
21,24,2.0,2.0
21,22,2.0,2.0
21,21,10.0,9.621968943531222
21,17,1.0,0.0
21,17,1.0,0.0
21,14,1.0,0.0
21,12,5.0,0.0
21,11,5.0,0.0
21,8,6.0,0.0
21,4,5.0,0.0
21,4,4.0,0.0
21,3,3.0,0.0
21,2,1.0,0.0
22,24,4.0,4.0
22,20,4.0,0.0
22,15,4.0,0.0
22,15,4.0,0.0
22,14,8.0,0.0
22,12,8.0,0.0
22,10,1.0,0.0
22,7,2.0,0.0
22,6,3.0,0.0
22,5,6.0,0.0
22,4,1.0,0.0
23,23,7.0,7.0
23,20,7.0,0.0
23,18,7.0,0.0
23,17,3.0,0.0
23,16,6.0,0.0
23,16,5.0,0.0
23,16,2.0,0.0
23,16,1.0,0.0
23,15,9.0,0.0
23,13,1.0,0.0
23,12,6.0,0.0
23,11,3.0,0.0
23,9,5.0,0.0
23,9,3.0,0.0
23,3,2.0,0.0
23,3,2.0,0.0
23,2,9.0,0.0
24,22,5.0,5.0
24,22,1.0,1.0
24,21,1.0,0.0
24,17,8.0,0.0
24,13,2.0,0.0
24,9,9.0,0.0
24,9,4.0,0.0
24,8,2.0,0.0
24,8,2.0,0.0
24,7,2.0,0.0
24,2,1.0,0.0
25,19,7.0,0.0
25,15,2.0,0.0
25,10,2.0,0.0
25,7,3.0,0.0
25,7,2.0,0.0
25,5,6.0,0.0
25,4,4.0,0.0
25,4,2.0,0.0
25,4,1.0,0.0
25,2,8.0,0.0
26,23,5.0,5.0
26,21,7.0,7.0
26,20,6.0,6.0
26,20,5.0,5.0
26,20,2.0,2.0
26,19,6.0,0.0
26,18,6.0,0.0
26,16,5.0,0.0
26,15,2.0,0.0
26,12,8.0,0.0
26,12,5.0,0.0
26,9,1.0,0.0
26,7,1.0,0.0
26,6,11.0,0.0
26,5,5.0,0.0
26,3,3.0,0.0
27,23,4.0,4.0
27,23,3.0,3.0
27,19,2.0,0.0
27,17,2.0,0.0
27,17,2.0,0.0
27,17,2.0,0.0
27,16,4.0,0.0
27,15,11.0,0.0
27,13,5.0,0.0
27,13,4.0,0.0
27,10,15.0,0.0
27,9,9.0,0.0
28,23,9.0,9.0
28,23,1.0,1.0
28,22,3.0,3.0
28,19,4.0,4.0
28,18,5.0,5.0
28,17,6.0,3.737132106719328
28,17,4.0,4.0
28,16,5.0,0.0
28,16,4.0,0.0
28,15,4.0,0.0
28,11,9.0,0.0
28,11,1.0,0.0
28,8,8.0,0.0
28,6,5.0,0.0
28,6,2.0,0.0
29,23,2.0,2.0
29,21,10.0,10.0
29,20,1.0,1.0
29,18,5.0,0.0
29,13,1.0,0.0
29,10,1.0,0.0
29,9,8.0,0.0
29,9,5.0,0.0
29,7,8.0,0.0
29,7,4.0,0.0
29,6,7.0,0.0
29,4,7.0,0.0
29,2,5.0,0.0
30,24,6.0,6.0
30,24,6.0,6.0
30,23,9.0,9.0
30,19,9.0,0.0
30,19,5.0,0.10071984981076833
30,19,3.0,0.0
30,19,3.0,0.0
30,17,3.0,0.0
30,12,2.0,0.0
30,11,4.0,0.0
30,11,2.0,0.0
30,10,7.0,0.0
30,10,1.0,0.0
30,9,3.0,0.0
30,9,1.0,0.0
30,6,7.0,0.0
30,5,2.0,0.0
30,4,4.0,0.0
30,2,5.0,0.0
30,2,3.0,0.0
