branch,flow_mw,limit_mva,abs_flow_mw,pct_of_limit
101  TO  102 CKT 1,-103.07680037686909,260.0,103.07680037686909,39.64492322187272
76  TO  118 CKT 1,101.49340313686437,260.0,101.49340313686437,39.03592428340938
54  TO  56 CKT 1,-99.0809639200634,260.0,99.0809639200634,38.10806304617823
26  TO  25 CKT 1,97.56789276216358,260.0,97.56789276216358,37.52611260083214
70  TO  71 CKT 1,96.94024365064783,260.0,96.94024365064783,37.28470909640301
53  TO  54 CKT 1,-95.05852162454946,260.0,95.05852162454946,36.56096985559594
15  TO  17 CKT 1,-94.60848256568688,520.0,94.60848256568688,18.193938954939785
93  TO  94 CKT 1,92.31931647956539,260.0,92.31931647956539,35.50742941521746
34  TO  37 CKT 1,91.88541920602796,520.0,91.88541920602796,17.670272924236148
64  TO  65 CKT 1,-91.30127511845876,520.0,91.30127511845876,17.55793752278053
75  TO  77 CKT 1,-89.77571624862611,520.0,89.77571624862611,17.26456081704348
79  TO  80 CKT 1,89.6789441355024,520.0,89.6789441355024,17.245950795288923
14  TO  15 CKT 1,-87.13012054840917,260.0,87.13012054840917,33.511584826311214
56  TO  57 CKT 1,86.90194477836903,260.0,86.90194477836903,33.42382491475732
28  TO  29 CKT 1,-86.13996652883526,520.0,86.13996652883526,16.565378178622165
23  TO  25 CKT 1,-85.17558058928091,260.0,85.17558058928091,32.75983868818496
92  TO  100 CKT 1,84.93645676528877,260.0,84.93645676528877,32.667867986649526
109  TO  110 CKT 1,-83.44900000000001,520.0,83.44900000000001,16.047884615384618
76  TO  77 CKT 1,-81.4934031368644,260.0,81.4934031368644,31.343616591101693
13  TO  15 CKT 1,-80.69423865442042,520.0,80.69423865442042,15.518122818157773
85  TO  89 CKT 1,-80.68639404498137,520.0,80.68639404498137,15.516614239419495
44  TO  45 CKT 1,-79.23970780961974,260.0,79.23970780961974,30.476810696007593
32  TO  114 CKT 1,78.98856425340978,260.0,78.98856425340978,30.380217020542222
48  TO  49 CKT 1,-77.88495278442284,520.0,77.88495278442284,14.97787553546593
94  TO  95 CKT 1,77.11794955228928,260.0,77.11794955228928,29.660749827803567
34  TO  43 CKT 1,76.76029219038023,520.0,76.76029219038023,14.761594651996196
104  TO  105 CKT 1,74.8181,520.0,74.8181,14.388096153846154
105  TO  108 CKT 1,74.551,260.0,74.551,28.673461538461538
45  TO  49 CKT 1,-73.2932181220063,260.0,73.2932181220063,28.18969927769473
100  TO  103 CKT 1,70.5009,260.0,70.5009,27.11573076923077
80  TO  97 CKT 1,70.12853952062206,260.0,70.12853952062206,26.97251520023925
35  TO  37 CKT 1,66.93396805287601,520.0,66.93396805287601,12.871916933245386
15  TO  19 CKT 1,-66.00540855787483,520.0,66.00540855787483,12.693347799591315
80  TO  98 CKT 1,64.24558781944563,260.0,64.24558781944563,24.709841469017547
85  TO  88 CKT 1,-64.19065814208626,520.0,64.19065814208626,12.34435733501659
47  TO  69 CKT 1,-63.85635528505253,520.0,63.85635528505253,12.280068324048564
23  TO  24 CKT 1,-63.65031760781915,520.0,63.65031760781915,12.240445693811374
33  TO  37 CKT 1,-63.17337467037053,520.0,63.17337467037053,12.148725898148179
91  TO  92 CKT 1,-62.46915344783442,520.0,62.46915344783442,12.013298739968159
90  TO  91 CKT 1,-62.46915344783442,260.0,62.46915344783442,24.026597479936317
89  TO  90 CKT 1,-62.46915344783442,520.0,62.46915344783442,12.013298739968159
69  TO  70 CKT 1,59.51406563495102,520.0,59.51406563495102,11.445012622105965
45  TO  46 CKT 1,-58.943238907744956,260.0,58.943238907744956,22.67047650297883
27  TO  115 CKT 1,56.01143574659021,260.0,56.01143574659021,21.542859902534694
12  TO  117 CKT 1,56.0,260.0,56.0,21.53846153846154
66  TO  67 CKT 1,54.64304851789188,520.0,54.64304851789188,10.508278561133054
8  TO  9 CKT 1,54.0,520.0,54.0,10.384615384615385
51  TO  58 CKT 1,-53.27690428998501,260.0,53.27690428998501,20.49111703460962
84  TO  85 CKT 1,-51.76473722790381,260.0,51.76473722790381,19.90951431842454
17  TO  113 CKT 1,-51.72329621148223,520.0,51.72329621148223,9.946787732977352
5  TO  11 CKT 1,50.17542343853805,260.0,50.17542343853805,19.298239784053095
5  TO  6 CKT 1,49.697529287579016,520.0,49.697529287579016,9.557217170688272
6  TO  7 CKT 1,49.697529287579,520.0,49.697529287579,9.557217170688268
47  TO  49 CKT 1,-49.317276143935736,260.0,49.317276143935736,18.968183132282974
100  TO  106 CKT 1,47.682,260.0,47.682,18.339230769230767
37  TO  39 CKT 1,47.40865131325371,260.0,47.40865131325371,18.234096658943734
4  TO  11 CKT 1,46.59471950782448,260.0,46.59471950782448,17.921045964547876
23  TO  32 CKT 1,-46.30940507932068,260.0,46.30940507932068,17.81130964589257
41  TO  42 CKT 1,-45.295272484704334,260.0,45.295272484704334,17.421258647963207
49  TO  69 CKT 1,-45.24569196196315,520.0,45.24569196196315,8.701094608069837
3  TO  5 CKT 1,-44.346980960001616,260.0,44.346980960001616,17.056531138462162
83  TO  84 CKT 1,44.23526277209619,260.0,44.23526277209619,17.013562604652382
49  TO  51 CKT 1,42.680185365455046,520.0,42.680185365455046,8.207727954895201
21  TO  22 CKT 1,-42.222140716114694,520.0,42.222140716114694,8.11964244540667
40  TO  41 CKT 1,40.70472751529569,520.0,40.70472751529569,7.8278322144799395
68  TO  69 CKT 1,40.46074299233149,260.0,40.46074299233149,15.561824227819804
51  TO  52 CKT 1,39.941478375450565,260.0,39.941478375450565,15.362107067480986
20  TO  21 CKT 1,38.77785928388532,260.0,38.77785928388532,14.914561263032814
49  TO  50 CKT 1,38.09805522163093,260.0,38.09805522163093,14.653098162165742
94  TO  100 CKT 1,37.2497284413644,260.0,37.2497284413644,14.326818631293998
105  TO  106 CKT 1,36.7995,260.0,36.7995,14.153653846153848
12  TO  16 CKT 1,-36.63821038993097,260.0,36.63821038993097,14.09161938074268
81  TO  80 CKT 1,-35.46125327058053,260.0,35.46125327058053,13.638943565607896
94  TO  96 CKT 1,34.83521358837973,260.0,34.83521358837973,13.398159072453742
24  TO  70 CKT 1,-34.80864365064774,520.0,34.80864365064774,6.693969932816873
60  TO  61 CKT 1,-34.104889958747364,260.0,34.104889958747364,13.117265368748985
38  TO  37 CKT 1,33.83483012023454,260.0,33.83483012023454,13.013396200090208
100  TO  101 CKT 1,-32.0768003768691,260.0,32.0768003768691,12.337230914180424
103  TO  105 CKT 1,32.0409,520.0,32.0409,6.161711538461539
2  TO  12 CKT 1,-31.931070717203582,520.0,31.931070717203582,6.140590522539151
70  TO  74 CKT 1,-31.72816620002446,260.0,31.72816620002446,12.203140846163254
32  TO  113 CKT 1,31.723296211482243,260.0,31.723296211482243,12.201267773647016
52  TO  53 CKT 1,-31.05852162454945,520.0,31.05852162454945,5.972792620105663
70  TO  75 CKT 1,-30.282270841000113,520.0,30.282270841000113,5.823513623269252
110  TO  112 CKT 1,-30.0,520.0,30.0,5.769230769230769
100  TO  104 CKT 1,29.8102,520.0,29.8102,5.732730769230769
49  TO  54 CKT 1,-29.099973620442206,520.0,29.099973620442206,5.596148773161962
71  TO  72 CKT 1,28.940243650647766,520.0,28.940243650647766,5.5654314712784165
24  TO  72 CKT 1,-28.940243650647766,520.0,28.940243650647766,5.5654314712784165
50  TO  57 CKT 1,-28.90194477836902,260.0,28.90194477836902,11.116132607065008
63  TO  64 CKT 1,-28.696317907950935,520.0,28.696317907950935,5.518522674605949
19  TO  34 CKT 1,-27.883310143087677,260.0,27.883310143087677,10.724350055033723
42  TO  49 CKT 1,-27.68928766573667,520.0,27.68928766573667,5.324863012641667
37  TO  40 CKT 1,26.925962083722062,520.0,26.925962083722062,5.178069631485012
69  TO  75 CKT 1,26.85940433829751,520.0,26.85940433829751,5.165270065057213
4  TO  5 CKT 1,-26.594719507824475,260.0,26.594719507824475,10.228738272240182
62  TO  66 CKT 1,-26.319880981772204,260.0,26.319880981772204,10.123031146835462
80  TO  96 CKT 1,24.47841286321109,520.0,24.47841286321109,4.707387089079056
96  TO  97 CKT 1,23.87146047937795,520.0,23.87146047937795,4.590665476803452
103  TO  110 CKT 1,23.449000000000005,520.0,23.449000000000005,4.509423076923078
68  TO  81 CKT 1,22.538746729419472,520.0,22.538746729419472,4.334374371042206
40  TO  42 CKT 1,-22.46917065252903,520.0,22.46917065252903,4.320994356255582
11  TO  13 CKT 1,22.30576134557961,520.0,22.30576134557961,4.289569489534541
60  TO  62 CKT 1,-20.138049075608123,260.0,20.138049075608123,7.745403490618509
46  TO  47 CKT 1,-20.107572806085685,260.0,20.107572806085685,7.733681848494494
71  TO  73 CKT 1,-20.0,520.0,20.0,3.8461538461538463
30  TO  17 CKT 1,-19.60146427360769,520.0,19.60146427360769,3.769512360309171
12  TO  14 CKT 1,-19.130120548409124,520.0,19.130120548409124,3.6788693362325238
98  TO  100 CKT 1,-18.75441218055434,520.0,18.75441218055434,3.606617727029681
64  TO  61 CKT 1,-18.429768949196493,260.0,18.429768949196493,7.088372672767882
61  TO  62 CKT 1,-17.758995301029316,520.0,17.758995301029316,3.415191404044099
83  TO  85 CKT 1,16.898026128960616,520.0,16.898026128960616,3.249620409415503
106  TO  107 CKT 1,-15.5085,520.0,15.5085,2.982403846153846
54  TO  55 CKT 1,-15.432835723729841,260.0,15.432835723729841,5.9357060475884005
103  TO  104 CKT 1,15.009900000000004,260.0,15.009900000000004,5.773038461538463
1  TO  2 CKT 1,13.068929282796418,260.0,13.068929282796418,5.026511262614007
114  TO  115 CKT 1,-13.011435746590207,520.0,13.011435746590207,2.5021991820365783
80  TO  99 CKT 1,12.470659625235896,260.0,12.470659625235896,4.796407548167652
99  TO  100 CKT 1,12.47065962523589,520.0,12.47065962523589,2.398203774083825
25  TO  27 CKT 1,12.396925016714608,520.0,12.396925016714608,2.384024041675886
11  TO  12 CKT 1,11.583593377797051,520.0,11.583593377797051,2.2276141111148178
1  TO  3 CKT 1,11.438869401999547,520.0,11.438869401999547,2.199782577307605
110  TO  111 CKT 1,-10.0,520.0,10.0,1.9230769230769231
55  TO  56 CKT 1,9.63755596174991,260.0,9.63755596174991,3.706752292980735
54  TO  59 CKT 1,-9.602933538598943,260.0,9.602933538598943,3.6934359763842086
46  TO  48 CKT 1,-8.884952784422866,520.0,8.884952784422866,1.7086447662351667
39  TO  40 CKT 1,-8.591348686746294,260.0,8.591348686746294,3.3043648795178053
75  TO  118 CKT 1,-7.493403136864387,260.0,7.493403136864387,2.882078129563226
63  TO  59 CKT 1,-7.303682092049055,260.0,7.303682092049055,2.809108496941944
27  TO  32 CKT 1,-7.2952750732517275,260.0,7.2952750732517275,2.8058750281737415
3  TO  12 CKT 1,-7.195111700598332,520.0,7.195111700598332,1.3836753270381408
95  TO  96 CKT 1,-5.882050447710768,260.0,5.882050447710768,2.262327095273372
108  TO  109 CKT 1,5.550999999999997,520.0,5.550999999999997,1.0674999999999994
59  TO  61 CKT 1,-5.258131704880677,520.0,5.258131704880677,1.011179174015515
56  TO  59 CKT 1,-5.220270170816171,260.0,5.220270170816171,2.0077962195446815
55  TO  59 CKT 1,-5.149106617323362,260.0,5.149106617323362,1.9804256220474468
105  TO  107 CKT 1,-4.4915,520.0,4.4915,0.86375
27  TO  28 CKT 1,3.860033471164698,520.0,3.860033471164698,0.7423141290701343
15  TO  33 CKT 1,2.826625329629408,260.0,2.826625329629408,1.0871635883190032
7  TO  12 CKT 1,-2.302470712420984,520.0,2.302470712420984,0.4427828293117277
59  TO  60 CKT 1,-2.2580390343554804,520.0,2.2580390343554804,0.43423827583759234
82  TO  96 CKT 1,-1.7327888670911733,520.0,1.7327888670911733,0.3332286282867641
74  TO  75 CKT 1,-1.7281662000244609,520.0,1.7281662000244609,0.33233965385085784
62  TO  67 CKT 1,-1.6430485178918808,260.0,1.6430485178918808,0.6319417376507235
43  TO  44 CKT 1,0.7602921903802056,260.0,0.7602921903802056,0.292420073223156
9  TO  10 CKT 1,0.0,260.0,0.0,0.0
86  TO  87 CKT 1,0.0,260.0,0.0,0.0
