bus,LMP,Load Cleared,Gen Cleared,Gen Cost,Gen Pmin,Gen Pmax
158,11.250545322136261,49.0,,,,
159,11.89668777710422,33.0,,,,
160,10.369659145227189,20.0,,,,
161,11.993905255966638,93.0,,,,
162,12.000000000000028,71.0,,,,
163,11.987592067672935,38.0,,,,
164,12.000000000000028,98.0,,,,
165,12.000000000000028,58.0,,,,
166,12.000000000000028,104.0,,,,
167,11.105563023772973,45.0,,,,
168,11.0625690337734,105.0,,,,
169,11.054231576551459,73.0,,,,
170,11.000000000000014,,260.0,11.0,40.0,1400.0
171,11.000000000000028,,139.00206299661713,11.0,10.0,1210.0
172,8.328057626703398,50.0,,,,
173,9.04041653365691,50.0,,,,
174,7.901402785610131,61.0,,,,
175,11.50497061634509,35.0,,,,
176,7.457445960717635,,0.0,8.0,0.0,1330.0
177,6.270902946582012,,20.0,14.0,20.0,1100.0
178,5.062971534578423,21.0,,,,
179,6.177626368743802,52.0,,,,
180,5.092974989728248,84.0,,,,
181,10.844870857722597,86.0,,,,
182,8.44046516583667,41.0,,,,
183,11.998351215270077,82.0,,,,
184,11.015746599097326,121.0,,,,
185,11.015746599097326,,40.0,13.0,40.0,1230.0
186,3.000000000000014,,260.0,3.0,0.0,1740.0
187,10.844870857722597,,40.0,11.0,40.0,1270.0
188,10.844870857722597,35.0,,,,
189,13.230858556778244,39.0,,,,
190,8.000000000000028,,10.0,11.0,10.0,1280.0
191,9.356635600139384,,10.0,10.0,10.0,1530.0
192,9.356635600139384,66.0,,,,
193,14.966345772499224,53.0,,,,
194,11.288262278201572,35.0,,,,
195,10.538795388523155,50.0,,,,
196,17.72706442288718,15.0,,,,
197,9.779044898829113,99.0,,,,
198,-0.9999999999999574,,912.3335766994484,-1.0,0.0,1650.0
199,23.220443460935925,7.0,,,,
200,22.187437132773525,0.0,,,,
201,11.3888334276662,57.0,,,,
202,6.60512962917926,136.0,,,,
203,8.621630029871582,77.0,,,,
204,14.522955140762079,23.0,,,,
205,14.715562386662029,16.0,,,,
206,14.190603848961317,22.0,,,,
207,14.119610168956612,68.0,,,,
208,14.000000000000071,44.059524940771624,,,,
209,9.725097922237367,51.0,,,,
210,24.000000000000014,5.654357377811251,,,,
211,8.017379817071856,36.0,,,,
212,8.726036528905126,39.0,,,,
213,8.0,,76.99999999999993,8.0,0.0,920.0
214,8.0,77.0,,,,
215,9.3456632448015,73.0,,,,
216,9.001311388884957,60.0,,,,
217,8.3138634864749,46.0,,,,
218,4.626421526687707,66.0,,,,
219,11.000000000000028,29.405512831682746,,,,
220,-8.0,,622.3741581215788,-8.0,0.0,1510.0
221,-9.42291378791198,,20.0,14.0,20.0,1360.0
222,-10.000000000000028,,230.0,-10.0,0.0,1620.0
223,10.294904944479441,44.0,,,,
224,9.356635600139384,49.0,,,,
225,9.356635600139384,10.0,,,,
226,8.967229781220027,61.0,,,,
227,7.946277202367995,,40.0,13.0,40.0,1390.0
228,9.734862700132695,41.0,,,,
229,9.528412814816107,130.0,,,,
230,3.0,,229.99999999999918,3.0,0.0,1540.0
231,7.946277202367995,70.0,,,,
232,7.946277202367995,76.0,,,,
233,7.946277202367995,,40.0,13.0,40.0,1480.0
234,11.0,77.0,,,,
235,18.707145450994673,51.0,,,,
236,11.0,,104.51913923054838,11.0,40.0,1360.0
237,4.099973690896348,55.0,,,,
238,-9.369244087686795,,20.0,12.0,20.0,1300.0
239,-9.369244087686795,,0.0,3.0,0.0,1440.0
240,8.000000000000028,82.0,,,,
241,4.099973690896348,,10.0,12.0,10.0,1130.0
242,5.0,,429.82231675639633,5.0,0.0,1480.0
243,12.000000000000014,,46.610023923155424,12.0,10.0,1160.0
244,12.140348927279788,43.0,,,,
245,11.290758439222188,85.0,,,,
246,12.353110399900885,66.0,,,,
247,14.739056008672478,32.0,,,,
248,17.392448034765394,19.0,,,,
249,17.392448034765394,37.0,,,,
250,17.392448034765394,87.0,,,,
281,8.000000000000028,67.37122875458647,,,,
319,11.527229150829413,44.0,,,,
320,13.974853939368344,86.0,,,,
322,12.421867444354021,64.0,,,,
323,11.67829877910269,78.0,,,,
324,6.000000000000028,82.0,,,,
526,-3.9999999999999716,78.0,,,,
528,12.126751762197188,43.0,,,,
531,6.486099053322121,113.0,,,,
552,3.4832314026166387,81.0,,,,
562,13.990918569953848,17.0,,,,
609,3.4832314026166387,122.0,,,,
664,11.288262278201572,90.0,,,,
1190,-3.9999999999999574,98.0,,,,
1200,6.018047635461215,61.0,,,,
1201,-4.875308549229558,54.0,,,,
2040,17.443573175161006,32.0,,,,
7001,-7.999999999999986,,229.9999999999992,-8.0,0.0,1070.0
7002,7.000000000000057,,45.98716694973817,7.0,0.0,1170.0
7003,-8.999999999999972,,230.0,-9.0,0.0,1210.0
7011,-9.999999999999986,,230.0,-10.0,0.0,920.0
7012,-4.999999999999986,,230.0,-5.0,0.0,1450.0
7017,7.000000000000043,,230.0,7.0,0.0,880.0
7023,11.000000000000028,,87.74989904428585,11.0,20.0,750.0
7024,11.527229150829413,,10.0,12.0,10.0,1020.0
7039,-9.999999999999972,,230.0,-10.0,0.0,1460.0
7044,11.000000000000028,,230.0,11.0,40.0,1280.0
7049,-115.60659142450037,,30.0,13.0,30.0,1160.0
7055,12.5978249554354,,30.0,14.0,30.0,1130.0
7057,10.000000000000028,,230.0,10.0,10.0,1440.0
7061,11.975604464039591,,10.0,12.0,10.0,980.0
7062,11.888955145997286,,30.0,14.0,30.0,1540.0
7071,12.000000000000043,,230.00000000000006,12.0,40.0,1100.0
7130,11.319681612466454,,20.0,13.0,20.0,1290.0
7139,8.433774893560397,,40.0,12.0,40.0,870.0
7166,12.000000000000028,,109.0,12.0,30.0,1060.0
9001,13.000000000000014,47.0,,,,
9002,13.000000000000014,,516.0,13.0,30.0,900.0
9003,21.000000000000014,25.0,,,,
9004,21.000000000000014,22.0,,,,
9005,9.000000000000014,68.0,,,,
9006,21.000000000000014,11.0,,,,
9007,21.000000000000014,15.0,,,,
9012,13.000000000000014,88.0,,,,
9021,13.000000000000014,64.0,,,,
9022,13.000000000000014,49.0,,,,
9023,13.000000000000014,16.0,,,,
9024,13.000000000000014,48.0,,,,
9025,13.000000000000014,36.0,,,,
9026,13.000000000000014,31.0,,,,
9031,21.000000000000014,6.0,,,,
9032,21.000000000000014,8.0,,,,
9033,21.000000000000014,2.0,,,,
9034,21.000000000000014,13.0,,,,
9035,21.000000000000014,6.0,,,,
9036,21.000000000000014,13.0,,,,
9037,21.000000000000014,2.0,,,,
9038,21.000000000000014,30.0,,,,
9041,21.000000000000014,13.0,,,,
9042,21.000000000000014,13.0,,,,
9043,21.000000000000014,22.0,,,,
9044,21.000000000000014,18.0,,,,
9051,9.000000000000014,,40.0,11.0,40.0,1470.0
9052,13.000000000000014,54.0,,,,
9053,9.000000000000014,,40.0,11.0,40.0,1200.0
9054,9.000000000000014,,37.0,9.0,0.0,1200.0
9055,-2.999999999999986,,230.0,-3.0,0.0,1320.0
9071,21.000000000000014,39.0,,,,
9072,21.000000000000014,32.0,,,,
9121,13.000000000000014,83.0,,,,
9533,9.000000000000014,19.0,,,,
