bus,price,amount,cleared
15,11,4.0,0.0
15,11,3.0,0.0
15,9,6.0,0.0
15,6,7.0,0.0
15,6,2.0,0.0
15,5,5.0,0.0
15,3,3.0,0.0
15,2,5.0,0.0
16,22,2.0,2.0
16,17,4.0,4.0
16,16,2.0,2.0
16,15,2.0,2.0
16,13,6.0,6.0
16,13,4.0,4.0
16,13,2.0,2.0
16,8,13.0,0.0
16,6,5.0,0.0
16,3,6.0,0.0
17,24,4.0,4.0
17,24,1.0,1.0
17,23,5.0,5.0
17,23,1.0,1.0
17,23,1.0,1.0
17,18,3.0,3.0
17,17,1.0,1.0
17,16,11.0,11.0
17,16,2.0,2.0
17,15,5.0,5.0
17,15,1.0,1.0
17,13,3.0,3.0
17,11,5.0,0.0
17,11,3.0,0.0
17,10,4.0,0.0
17,10,4.0,0.0
17,10,3.0,0.0
17,9,7.0,0.0
17,9,7.0,0.0
17,9,1.0,0.0
17,7,6.0,0.0
17,7,4.0,0.0
17,6,2.0,0.0
17,5,7.0,0.0
17,4,2.0,0.0
17,3,1.0,0.0
17,2,8.0,0.0
17,2,7.0,0.0
19,23,6.0,6.0
19,21,9.0,9.0
19,20,4.0,4.0
19,19,5.0,5.0
19,12,10.0,10.0
19,10,4.0,4.0
19,10,1.0,1.0
19,9,2.0,2.0
19,8,6.0,6.0
19,7,12.0,0.0
19,3,2.0,0.0
19,2,1.0,0.0
21,23,9.0,9.0
21,23,6.0,6.0
21,21,2.0,2.0
21,16,2.0,2.0
21,13,1.0,1.0
21,9,1.0,1.0
21,8,1.0,1.0
21,5,6.0,0.0
21,4,2.0,0.0
21,4,2.0,0.0
21,3,2.0,0.0
21,2,2.0,0.0
22,23,7.0,7.0
22,23,1.0,1.0
22,20,7.0,7.0
22,20,5.0,5.0
22,20,1.0,1.0
22,19,6.0,6.0
22,19,5.0,5.0
22,19,2.0,2.0
22,18,5.0,5.0
22,18,3.0,3.0
22,15,8.0,8.0
22,14,3.0,3.0
22,12,8.0,8.0
22,11,9.0,0.0
22,11,8.0,0.0
22,9,9.0,0.0
22,8,3.0,0.0
22,8,3.0,0.0
22,7,6.0,0.0
22,4,1.0,0.0
22,2,2.0,0.0
23,24,2.0,2.0
23,23,5.0,5.0
23,23,2.0,2.0
23,21,6.0,6.0
23,21,4.0,4.0
23,21,4.0,4.0
23,20,9.0,9.0
23,20,1.0,1.0
23,17,4.0,4.0
23,16,17.0,17.0
23,15,5.0,5.0
23,14,6.0,6.0
23,13,6.0,6.0
23,11,4.0,0.0
23,10,2.0,0.0
23,6,6.0,0.0
23,6,1.0,0.0
23,4,2.0,0.0
23,4,1.0,0.0
23,2,8.0,0.0
24,24,10.0,10.0
24,24,2.0,2.0
24,24,1.0,1.0
24,23,1.0,1.0
24,23,1.0,1.0
24,22,5.0,5.0
24,20,7.0,7.0
24,20,5.0,5.0
24,19,7.0,7.0
24,15,8.0,8.0
24,15,4.0,4.0
24,13,6.0,6.0
24,13,4.0,4.0
24,13,3.0,3.0
24,12,8.0,8.0
24,11,8.0,0.0
24,11,6.0,0.0
24,11,6.0,0.0
24,10,4.0,0.0
24,10,4.0,0.0
24,9,5.0,0.0
24,8,2.0,0.0
24,7,6.0,0.0
24,6,3.0,0.0
24,6,1.0,0.0
24,5,6.0,0.0
24,5,4.0,0.0
24,4,6.0,0.0
24,3,6.0,0.0
24,3,1.0,0.0
24,2,1.0,0.0
25,24,5.0,5.0
25,24,4.0,4.0
25,24,4.0,4.0
25,24,1.0,1.0
25,23,5.0,5.0
25,22,5.0,5.0
25,22,1.0,1.0
25,20,4.0,4.0
25,18,7.0,7.0
25,18,5.0,5.0
25,18,4.0,4.0
25,18,1.0,1.0
25,17,6.0,6.0
25,17,1.0,1.0
25,16,6.0,6.0
25,16,5.0,5.0
25,15,3.0,0.0
25,15,2.0,2.0
25,14,5.0,0.0
25,13,3.0,0.0
25,12,12.0,0.0
25,11,3.0,0.0
25,11,1.0,0.0
25,9,3.0,0.0
25,9,2.0,0.0
25,8,11.0,0.0
25,7,7.0,0.0
25,7,2.0,0.0
25,7,2.0,0.0
25,7,2.0,0.0
25,4,5.0,0.0
25,4,1.0,0.0
25,2,4.0,0.0
26,23,1.0,1.0
26,22,1.0,1.0
26,20,11.0,11.0
26,19,4.0,4.0
26,18,15.0,15.0
26,18,4.0,4.0
26,17,4.0,4.0
26,15,2.0,2.0
26,13,12.0,0.0
26,13,7.0,0.0
26,12,5.0,0.0
26,12,4.0,0.0
26,12,2.0,0.0
26,10,6.0,0.0
26,9,1.0,0.0
26,8,2.0,0.0
26,5,7.0,0.0
26,5,7.0,0.0
26,4,3.0,0.0
26,3,3.0,0.0
26,3,2.0,0.0
26,2,6.0,0.0
26,2,1.0,0.0
27,24,11.0,11.0
27,24,9.0,9.0
27,24,3.0,3.0
27,23,7.0,7.0
27,23,5.0,5.0
27,23,1.0,1.0
27,22,4.0,4.0
27,21,8.0,8.0
27,21,2.0,2.0
27,20,1.0,1.0
27,20,1.0,1.0
27,19,4.0,4.0
27,17,6.0,6.0
27,17,2.0,2.0
27,13,2.0,2.0
27,12,2.0,0.0
27,12,2.0,0.0
27,11,6.0,0.0
27,10,9.0,0.0
27,10,5.0,0.0
27,10,5.0,0.0
27,10,2.0,0.0
27,8,3.0,0.0
27,8,2.0,0.0
27,7,6.0,0.0
27,7,1.0,0.0
27,6,4.0,0.0
27,6,1.0,0.0
27,5,6.0,0.0
27,5,1.0,0.0
27,4,2.0,0.0
27,4,2.0,0.0
27,3,4.0,0.0
27,2,9.0,0.0
33,24,3.0,3.0
33,23,5.0,5.0
33,22,1.0,1.0
33,21,3.0,3.0
33,19,5.0,5.0
33,19,4.0,4.0
33,19,1.0,1.0
33,17,3.0,3.0
33,17,1.0,1.0
33,11,1.0,0.0
33,9,3.0,0.0
33,8,6.0,0.0
33,7,3.0,0.0
33,4,1.0,0.0
33,4,1.0,0.0
34,22,2.0,2.0
34,22,1.0,1.0
34,20,8.0,8.0
34,20,1.0,1.0
34,15,8.0,8.0
34,14,8.0,8.0
34,14,2.0,2.0
34,10,6.0,0.0
34,8,3.0,0.0
34,5,11.0,0.0
35,24,1.0,1.0
35,22,6.0,6.0
35,21,1.0,1.0
35,20,3.0,3.0
35,19,3.0,3.0
35,17,1.0,1.0
35,15,5.0,5.0
35,14,1.0,1.0
35,12,7.0,7.0
35,12,2.0,2.0
35,10,8.0,8.0
35,9,2.0,2.0
35,6,7.0,7.0
35,5,4.0,0.0
36,24,5.0,5.0
36,23,4.0,4.0
36,17,1.0,1.0
36,14,6.0,6.0
36,13,4.0,4.0
36,13,1.0,1.0
36,12,2.0,2.0
36,12,1.0,1.0
36,10,5.0,5.0
36,2,7.0,0.0
36,2,2.0,0.0
37,23,3.0,3.0
37,22,6.0,6.0
37,19,7.0,7.0
37,15,1.0,1.0
37,14,3.0,3.0
37,12,5.0,5.0
37,10,7.0,0.0
37,10,5.0,0.0
37,10,1.0,0.0
37,9,5.0,0.0
37,8,8.0,0.0
37,7,6.0,0.0
37,3,4.0,0.0
37,2,2.0,0.0
38,24,2.0,2.0
38,23,2.0,2.0
38,16,7.0,7.0
38,16,3.0,3.0
38,15,3.0,3.0
38,11,4.0,0.0
38,10,7.0,0.0
38,10,4.0,0.0
38,10,2.0,0.0
38,9,4.0,0.0
38,8,3.0,0.0
38,5,6.0,0.0
38,4,5.0,0.0
38,2,1.0,0.0
39,24,3.0,3.0
39,23,4.0,4.0
39,22,3.0,3.0
39,21,11.0,11.0
39,20,7.0,7.0
39,20,2.0,2.0
39,18,1.0,1.0
39,17,4.0,4.0
39,16,1.0,1.0
39,15,11.0,11.0
39,14,8.0,8.0
39,14,3.0,3.0
39,9,1.0,0.0
39,7,13.0,0.0
39,7,7.0,0.0
39,5,3.0,0.0
39,3,5.0,0.0
39,2,3.0,0.0
40,24,4.0,4.0
40,22,6.0,6.0
40,21,5.0,5.0
40,20,6.0,6.0
40,19,1.0,1.0
40,18,2.0,2.0
40,17,1.0,1.0
40,14,1.0,1.0
40,14,1.0,1.0
40,13,2.0,2.0
40,11,5.0,0.0
40,11,2.0,0.0
40,10,3.0,0.0
40,9,4.0,0.0
40,8,4.0,0.0
40,7,5.0,0.0
40,7,1.0,0.0
40,6,6.0,0.0
40,6,3.0,0.0
40,3,9.0,0.0
40,3,2.0,0.0
40,3,1.0,0.0
40,2,7.0,0.0
41,24,6.0,6.0
41,24,2.0,2.0
41,23,3.0,3.0
41,22,3.0,3.0
41,20,4.0,4.0
41,19,8.0,8.0
41,18,2.0,2.0
41,18,1.0,1.0
41,17,3.0,3.0
41,16,2.0,2.0
41,16,2.0,2.0
41,14,3.0,3.0
41,14,2.0,2.0
41,12,4.0,0.0
41,11,7.0,0.0
41,11,1.0,0.0
41,10,5.0,0.0
41,9,1.0,0.0
41,7,3.0,0.0
41,6,3.0,0.0
41,6,1.0,0.0
41,4,2.0,0.0
41,2,5.0,0.0
42,24,3.0,3.0
42,24,1.0,1.0
42,23,5.0,5.0
42,22,9.0,9.0
42,18,2.0,2.0
42,17,7.0,7.0
42,15,7.0,7.0
42,13,6.0,6.0
42,12,3.0,0.0
42,12,3.0,0.0
42,8,2.0,0.0
42,7,4.0,0.0
42,3,3.0,0.0
42,2,5.0,0.0
42,2,2.0,0.0
42,2,2.0,0.0
43,24,3.0,3.0
43,24,1.0,1.0
43,23,8.0,8.0
43,23,2.0,2.0
43,23,1.0,1.0
43,22,13.0,13.0
43,22,7.0,7.0
43,22,6.0,6.0
43,22,5.0,5.0
43,21,9.0,9.0
43,19,4.0,4.0
43,18,6.0,6.0
43,18,6.0,6.0
43,15,1.0,1.0
43,14,11.0,11.0
43,12,1.0,0.0
43,11,3.0,0.0
43,10,6.0,0.0
43,7,8.0,0.0
43,6,7.0,0.0
43,6,2.0,0.0
43,6,2.0,0.0
43,3,1.0,0.0
44,22,10.0,10.0
44,22,6.0,6.0
44,21,9.0,9.0
44,18,4.0,4.0
44,18,4.0,4.0
44,16,6.0,6.0
44,16,3.0,3.0
44,16,1.0,1.0
44,15,11.0,11.0
44,15,7.0,7.0
44,15,6.0,6.0
44,15,6.0,6.0
44,7,1.0,0.0
44,6,15.0,0.0
44,5,5.0,0.0
44,4,5.0,0.0
44,3,4.0,0.0
45,24,9.0,9.0
45,24,1.0,1.0
45,23,12.0,12.0
45,23,10.0,10.0
45,23,3.0,3.0
45,22,7.0,7.0
45,22,3.0,3.0
45,22,3.0,3.0
45,21,14.0,14.0
45,21,5.0,5.0
45,21,4.0,4.0
45,20,6.0,6.0
45,20,6.0,6.0
45,20,2.0,2.0
45,18,2.0,2.0
45,18,2.0,2.0
45,17,1.0,1.0
45,16,11.0,11.0
45,16,5.0,5.0
45,14,4.0,4.0
45,14,2.0,2.0
45,13,5.0,0.0
45,13,4.0,0.0
45,13,3.0,0.0
45,13,1.0,0.0
45,12,3.0,0.0
45,9,6.0,0.0
45,9,5.0,0.0
45,6,3.0,0.0
45,6,1.0,0.0
46,21,6.0,6.0
46,19,10.0,10.0
46,19,6.0,6.0
46,19,1.0,1.0
46,17,2.0,2.0
46,16,2.0,2.0
46,16,1.0,1.0
46,14,5.0,5.0
46,14,2.0,2.0
46,13,2.0,2.0
46,12,3.0,0.0
46,10,12.0,0.0
46,10,11.0,0.0
46,10,8.0,0.0
46,10,5.0,0.0
46,10,1.0,0.0
46,9,11.0,0.0
46,9,5.0,0.0
46,8,1.0,0.0
46,7,4.0,0.0
46,6,3.0,0.0
46,6,3.0,0.0
46,5,1.0,0.0
46,4,4.0,0.0
46,3,10.0,0.0
46,3,7.0,0.0
46,3,6.0,0.0
46,3,2.0,0.0
46,2,5.0,0.0
47,24,3.0,3.0
47,24,2.0,2.0
47,22,5.0,5.0
47,21,6.0,6.0
47,20,6.0,6.0
47,20,5.0,5.0
47,20,2.0,2.0
47,18,7.0,7.0
47,18,4.0,4.0
47,17,11.0,11.0
47,17,6.0,6.0
47,10,5.0,0.0
47,10,1.0,0.0
47,6,3.0,0.0
47,5,5.0,0.0
48,24,4.0,4.0
48,24,1.0,1.0
48,23,2.0,2.0
48,21,4.0,4.0
48,21,3.0,3.0
48,21,2.0,2.0
48,20,4.0,4.0
48,18,3.0,3.0
48,16,10.0,10.0
48,15,9.0,9.0
48,15,6.0,6.0
48,15,1.0,1.0
48,12,7.0,0.0
48,12,4.0,0.0
48,11,2.0,0.0
48,10,3.0,0.0
48,10,2.0,0.0
48,10,1.0,0.0
48,9,5.0,0.0
48,8,1.0,0.0
48,8,1.0,0.0
48,7,6.0,0.0
48,6,1.0,0.0
48,5,3.0,0.0
48,5,1.0,0.0
48,4,7.0,0.0
48,3,3.0,0.0
49,24,5.0,5.0
49,23,2.0,2.0
49,22,3.0,3.0
49,22,3.0,3.0
49,22,2.0,2.0
49,21,6.0,6.0
49,21,3.0,3.0
49,21,3.0,3.0
49,20,4.0,4.0
49,20,3.0,3.0
49,19,5.0,5.0
49,19,4.0,4.0
49,19,2.0,2.0
49,17,3.0,3.0
49,16,11.0,11.0
49,16,2.0,2.0
49,13,2.0,2.0
49,13,1.0,1.0
49,13,1.0,1.0
49,11,1.0,0.0
49,9,14.0,0.0
49,9,4.0,0.0
49,8,1.0,0.0
49,7,7.0,0.0
49,6,5.0,0.0
49,6,4.0,0.0
49,4,4.0,0.0
49,4,1.0,0.0
49,3,14.0,0.0
51,24,14.0,14.0
51,23,1.0,1.0
51,22,8.0,8.0
51,22,1.0,1.0
51,21,2.0,2.0
51,20,6.0,6.0
51,18,7.0,7.0
51,15,6.0,6.0
51,15,2.0,2.0
51,15,1.0,1.0
51,15,1.0,1.0
51,14,7.0,7.0
51,13,6.0,6.0
51,12,8.0,0.0
51,12,3.0,0.0
51,11,2.0,0.0
51,8,12.0,0.0
51,7,4.0,0.0
51,7,4.0,0.0
51,5,2.0,0.0
51,5,2.0,0.0
51,4,4.0,0.0
51,3,5.0,0.0
51,3,1.0,0.0
51,3,1.0,0.0
51,2,4.0,0.0
51,2,3.0,0.0
52,24,10.0,10.0
52,23,6.0,6.0
52,18,7.0,7.0
52,17,8.0,8.0
52,12,2.0,0.0
52,10,5.0,0.0
52,9,2.0,0.0
52,8,4.0,0.0
52,6,11.0,0.0
52,5,4.0,0.0
52,5,2.0,0.0
52,4,6.0,0.0
52,4,4.0,0.0
52,4,3.0,0.0
52,3,7.0,0.0
52,2,5.0,0.0
52,2,4.0,0.0
52,2,1.0,0.0
53,24,4.0,4.0
53,24,2.0,2.0
53,24,2.0,2.0
53,23,7.0,7.0
53,22,9.0,9.0
53,21,10.0,10.0
53,21,9.0,9.0
53,20,4.0,4.0
53,17,1.0,1.0
53,15,3.0,3.0
53,14,5.0,5.0
53,14,3.0,3.0
53,14,1.0,1.0
53,13,3.0,3.0
53,12,2.0,0.0
53,11,7.0,0.0
53,11,2.0,0.0
53,11,1.0,0.0
53,7,5.0,0.0
53,6,10.0,0.0
53,6,4.0,0.0
54,22,2.0,2.0
54,21,2.0,2.0
54,21,1.0,1.0
54,14,6.0,6.0
54,13,3.0,2.679274335706389
54,13,2.0,0.0
54,10,4.0,0.0
54,9,9.0,0.0
54,9,1.0,0.0
54,5,1.0,0.0
54,4,12.0,0.0
54,2,2.0,0.0
55,22,6.0,6.0
55,21,3.0,3.0
55,21,2.0,2.0
55,19,2.0,2.0
55,18,9.0,9.0
55,18,6.0,6.0
55,15,3.0,3.0
55,13,7.0,7.0
55,13,5.0,5.0
55,13,2.0,2.0
55,13,1.0,1.0
55,9,4.0,0.0
55,6,3.0,0.0
55,6,1.0,0.0
55,4,5.0,0.0
55,2,10.0,0.0
57,22,10.0,10.0
57,20,12.0,12.0
57,20,4.0,4.0
57,19,7.0,7.0
57,17,3.0,3.0
57,14,8.0,8.0
57,14,3.0,3.0
57,12,4.0,0.0
57,12,1.0,0.0
57,10,4.0,0.0
57,9,4.0,0.0
57,7,7.0,0.0
57,4,12.0,0.0
57,4,5.0,0.0
57,3,3.0,0.0
57,3,2.0,0.0
58,23,1.0,1.0
58,22,3.0,3.0
58,21,6.0,6.0
58,21,5.0,5.0
58,20,5.0,5.0
58,20,4.0,4.0
58,20,2.0,2.0
58,18,5.0,5.0
58,15,7.0,7.0
58,13,3.0,3.0
58,12,5.0,0.0
58,10,9.0,0.0
58,10,4.0,0.0
58,10,2.0,0.0
58,9,1.0,0.0
58,8,3.0,0.0
58,7,11.0,0.0
58,6,2.0,0.0
58,5,3.0,0.0
58,3,4.0,0.0
58,3,2.0,0.0
58,2,1.0,0.0
59,20,7.0,7.0
59,18,3.0,3.0
59,16,8.0,8.0
59,13,6.0,6.0
59,12,18.0,11.877994283506558
59,11,8.0,0.0
59,11,5.0,0.0
59,10,5.0,0.0
59,10,4.0,0.0
59,7,3.0,0.0
59,2,1.0,0.0
60,24,1.0,1.0
60,23,3.0,3.0
60,22,10.0,10.0
60,20,8.0,8.0
60,20,6.0,6.0
60,19,9.0,9.0
60,18,10.0,10.0
60,17,6.0,6.0
60,17,5.0,5.0
60,16,3.0,3.0
60,15,5.0,5.0
60,15,4.0,4.0
60,14,2.0,2.0
60,13,1.0,0.0
60,12,4.0,0.0
60,12,2.0,0.0
60,9,7.0,0.0
60,8,3.0,0.0
60,8,1.0,0.0
60,7,8.0,0.0
60,7,4.0,0.0
60,7,2.0,0.0
60,6,9.0,0.0
60,5,5.0,0.0
60,5,2.0,0.0
60,5,1.0,0.0
60,3,4.0,0.0
60,3,3.0,0.0
61,24,4.0,4.0
61,22,6.0,6.0
61,22,2.0,2.0
61,21,1.0,1.0
61,21,1.0,1.0
61,18,3.0,3.0
61,18,2.0,2.0
61,18,2.0,2.0
61,17,11.0,11.0
61,17,3.0,3.0
61,15,3.0,3.0
61,14,3.0,3.0
61,11,1.0,0.0
61,11,1.0,0.0
61,10,1.0,0.0
61,10,1.0,0.0
61,9,3.0,0.0
61,7,7.0,0.0
61,7,3.0,0.0
61,6,3.0,0.0
61,5,2.0,0.0
61,4,14.0,0.0
61,3,3.0,0.0
61,2,1.0,0.0
62,24,2.0,2.0
62,24,1.0,1.0
62,23,5.0,5.0
62,23,2.0,2.0
62,22,7.0,7.0
62,21,5.0,5.0
62,20,10.0,10.0
62,20,5.0,5.0
62,19,4.0,4.0
62,18,12.0,12.0
62,18,1.0,1.0
62,15,7.0,7.0
62,15,1.0,1.0
62,11,3.0,0.0
62,10,13.0,0.0
62,10,1.0,0.0
62,9,7.0,0.0
62,7,10.0,0.0
62,7,9.0,0.0
62,5,7.0,0.0
62,3,7.0,0.0
62,3,3.0,0.0
62,3,3.0,0.0
62,3,3.0,0.0
62,3,1.0,0.0
62,2,12.0,0.0
64,22,13.0,13.0
64,20,1.0,1.0
64,20,1.0,1.0
64,18,5.0,5.0
64,18,4.0,4.0
64,18,2.0,2.0
64,18,1.0,1.0
64,17,6.0,6.0
64,17,2.0,2.0
64,16,2.0,2.0
64,14,11.0,11.0
64,14,6.0,6.0
64,14,2.0,2.0
64,14,1.0,1.0
64,13,1.0,1.0
64,13,1.0,1.0
64,12,5.0,5.0
64,11,4.0,0.0
64,11,1.0,0.0
64,9,3.0,0.0
64,9,2.0,0.0
64,8,8.0,0.0
64,8,4.0,0.0
64,8,3.0,0.0
64,8,2.0,0.0
64,8,1.0,0.0
64,2,10.0,0.0
69,23,9.0,9.0
69,23,1.0,1.0
69,22,9.0,9.0
69,22,3.0,3.0
69,22,1.0,1.0
69,20,9.0,9.0
69,20,2.0,2.0
69,18,6.0,6.0
69,17,10.0,10.0
69,17,5.0,5.0
69,16,9.0,9.0
69,16,7.0,7.0
69,15,5.0,5.0
69,15,2.0,2.0
69,12,1.0,1.0
69,11,7.0,7.0
69,11,6.0,6.0
69,9,9.0,0.0
69,6,6.0,0.0
69,5,3.0,0.0
69,4,7.0,0.0
69,4,4.0,0.0
69,3,5.0,0.0
70,24,8.0,8.0
70,24,3.0,3.0
70,23,1.0,1.0
70,22,4.0,4.0
70,20,5.0,5.0
70,19,6.0,6.0
70,18,2.0,2.0
70,17,5.0,5.0
70,17,4.0,4.0
70,17,1.0,1.0
70,16,4.0,4.0
70,16,2.0,2.0
70,16,2.0,2.0
70,16,1.0,1.0
70,15,9.0,9.0
70,12,4.0,0.0
70,12,3.0,0.0
70,12,2.0,0.0
70,11,4.0,0.0
70,9,1.0,0.0
70,8,2.0,0.0
70,8,1.0,0.0
70,7,9.0,0.0
70,7,1.0,0.0
70,6,10.0,0.0
70,6,3.0,0.0
70,5,5.0,0.0
70,4,7.0,0.0
70,3,16.0,0.0
70,3,1.0,0.0
71,22,7.0,7.0
71,22,5.0,5.0
71,21,20.0,20.0
71,21,1.0,1.0
71,19,4.0,4.0
71,19,4.0,4.0
