From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,R,X,B,Lim MVA A,Lim MVA B,Lim MVA C
15,1,37,1,1,Closed,Line,NO,0.065,0.248,0.121,260.0,0.0,0.0
15,1,89,1,1,Closed,Line,NO,0.099,0.248,0.035,260.0,0.0,0.0
15,1,90,1,1,Closed,Line,NO,0.096,0.363,0.048,260.0,0.0,0.0
16,1,15,1,1,Closed,Transformer,YES,0.001,0.038,0.0,520.0,0.0,0.0
16,1,42,1,1,Closed,Line,NO,0.002,0.022,1.28,520.0,0.0,0.0
19,1,21,1,1,Closed,Line,NO,0.002,0.018,0.036,520.0,0.0,0.0
19,1,87,1,1,Closed,Line,NO,0.013,0.08,0.151,260.0,0.0,0.0
20,1,22,1,1,Closed,Line,NO,0.016,0.033,0.015,260.0,0.0,0.0
20,1,27,1,1,Closed,Line,NO,0.069,0.186,0.098,520.0,0.0,0.0
21,1,20,1,1,Closed,Transformer,YES,0.0,0.014,0.0,520.0,0.0,0.0
21,1,24,1,1,Closed,Line,NO,0.004,0.034,0.28,520.0,0.0,0.0
22,1,23,1,1,Closed,Line,NO,0.052,0.111,0.05,260.0,0.0,0.0
23,1,25,1,1,Closed,Line,NO,0.019,0.039,0.018,260.0,0.0,0.0
24,1,23,1,1,Closed,Transformer,YES,0.0,0.064,0.0,520.0,0.0,0.0
24,1,319,1,1,Closed,Line,NO,0.007,0.068,0.134,520.0,0.0,0.0
25,1,26,1,1,Closed,Line,NO,0.036,0.071,0.034,520.0,0.0,0.0
26,1,27,1,1,Closed,Line,NO,0.045,0.12,0.065,260.0,0.0,0.0
26,1,320,1,1,Closed,Line,NO,0.043,0.13,0.014,520.0,0.0,0.0
33,1,34,1,1,Closed,Line,NO,0.0,0.063,0.0,520.0,0.0,0.0
33,1,38,1,1,Closed,Line,NO,0.0025,0.012,0.013,260.0,0.0,0.0
33,1,40,1,1,Closed,Line,NO,0.006,0.029,0.02,260.0,0.0,0.0
33,1,41,1,1,Closed,Line,NO,0.007,0.043,0.026,520.0,0.0,0.0
34,1,42,1,1,Closed,Line,NO,0.001,0.008,0.042,260.0,0.0,0.0
35,1,72,1,1,Closed,Line,NO,0.012,0.06,0.008,520.0,0.0,0.0
35,1,76,1,1,Closed,Line,NO,0.006,0.014,0.002,520.0,0.0,0.0
35,1,77,1,1,Closed,Line,NO,0.01,0.029,0.003,260.0,0.0,0.0
36,1,35,1,1,Closed,Transformer,YES,0.0,0.047,0.0,260.0,0.0,0.0
36,1,88,1,1,Closed,Line,NO,0.004,0.027,0.043,260.0,0.0,0.0
37,1,38,1,1,Closed,Line,NO,0.008,0.047,0.008,520.0,0.0,0.0
37,1,40,1,1,Closed,Line,NO,0.022,0.064,0.007,260.0,0.0,0.0
37,1,41,1,1,Closed,Line,NO,0.01,0.036,0.02,520.0,0.0,0.0
37,1,49,1,1,Closed,Line,NO,0.017,0.081,0.048,520.0,0.0,0.0
37,1,89,1,1,Closed,Line,NO,0.102,0.254,0.033,260.0,0.0,0.0
37,1,90,1,1,Closed,Line,NO,0.047,0.127,0.016,520.0,0.0,0.0
37,1,9001,1,1,Closed,Transformer,YES,6e-05,0.00046,0.0,260.0,0.0,75.0
38,1,41,1,1,Closed,Line,NO,0.008,0.037,0.02,520.0,0.0,0.0
38,1,43,1,1,Closed,Line,NO,0.032,0.087,0.04,260.0,0.0,0.0
39,1,42,1,1,Closed,Line,NO,0.0006,0.0064,0.404,260.0,0.0,0.0
40,1,48,1,1,Closed,Line,NO,0.026,0.154,0.022,260.0,0.0,0.0
41,1,42,1,1,Closed,Line,NO,0.0,0.029,0.0,520.0,0.0,0.0
41,1,49,1,1,Closed,Line,NO,0.065,0.191,0.02,520.0,0.0,0.0
41,1,51,1,1,Closed,Line,NO,0.031,0.089,0.036,260.0,0.0,0.0
42,1,46,1,1,Closed,Line,NO,0.002,0.014,0.806,520.0,0.0,0.0
43,1,44,1,1,Closed,Line,NO,0.026,0.072,0.035,260.0,0.0,0.0
43,1,48,1,1,Closed,Line,NO,0.095,0.262,0.032,260.0,0.0,0.0
43,1,53,1,1,Closed,Line,NO,0.013,0.039,0.016,260.0,0.0,0.0
44,1,47,1,1,Closed,Line,NO,0.027,0.084,0.039,260.0,0.0,0.0
44,1,54,1,1,Closed,Line,NO,0.028,0.084,0.037,260.0,0.0,0.0
45,1,44,1,1,Closed,Transformer,YES,0.0,0.02,0.0,520.0,0.0,0.0
45,1,46,1,1,Closed,Transformer,YES,0.0,0.021,0.0,260.0,0.0,0.0
45,1,60,1,1,Closed,Line,NO,0.007,0.041,0.312,520.0,0.0,0.0
45,1,74,1,1,Closed,Line,NO,0.009,0.054,0.411,520.0,0.0,0.0
46,1,81,1,1,Closed,Line,NO,0.005,0.042,0.69,260.0,0.0,0.0
47,1,73,1,1,Closed,Line,NO,0.052,0.145,0.073,520.0,0.0,0.0
47,1,113,1,1,Closed,Line,NO,0.043,0.118,0.013,520.0,0.0,0.0
48,1,107,1,1,Closed,Line,NO,0.025,0.062,0.007,260.0,0.0,0.0
49,1,51,1,1,Closed,Line,NO,0.031,0.094,0.043,520.0,0.0,0.0
51,1,52,1,1,Closed,Line,NO,0.037,0.109,0.049,260.0,0.0,0.0
52,1,55,1,1,Closed,Line,NO,0.027,0.08,0.036,260.0,0.0,0.0
53,1,54,1,1,Closed,Line,NO,0.025,0.073,0.035,260.0,0.0,0.0
54,1,55,1,1,Closed,Line,NO,0.035,0.103,0.047,520.0,0.0,0.0
55,1,57,1,1,Closed,Line,NO,0.065,0.169,0.082,260.0,0.0,0.0
57,1,58,1,1,Closed,Line,NO,0.046,0.08,0.036,260.0,0.0,0.0
57,1,63,1,1,Closed,Line,NO,0.159,0.537,0.071,260.0,0.0,0.0
58,1,59,1,1,Closed,Line,NO,0.009,0.026,0.005,260.0,0.0,0.0
59,1,61,1,1,Closed,Line,NO,0.002,0.013,0.015,260.0,0.0,0.0
60,1,62,1,1,Closed,Line,NO,0.009,0.065,0.485,260.0,0.0,0.0
62,1,61,1,1,Closed,Transformer,YES,0.0,0.059,0.0,260.0,0.0,0.0
62,1,64,1,1,Closed,Line,NO,0.016,0.105,0.203,520.0,0.0,0.0
62,1,144,2,1,Closed,Line,NO,0.001,0.007,0.013,260.0,0.0,0.0
63,1,64,1,1,Closed,Transformer,YES,0.0,0.038,0.0,520.0,0.0,0.0
63,1,526,1,1,Closed,Line,NO,0.0265,0.172,0.026,520.0,0.0,0.0
69,1,79,1,1,Closed,Line,NO,0.051,0.157,0.023,260.0,0.0,0.0
69,1,211,3,1,Closed,Line,NO,0.051,0.232,0.028,260.0,0.0,0.0
70,1,71,1,1,Closed,Line,NO,0.032,0.1,0.062,520.0,0.0,0.0
70,1,528,1,1,Closed,Line,NO,0.02,0.1234,0.028,260.0,0.0,0.0
71,1,72,1,1,Closed,Line,NO,0.036,0.131,0.068,260.0,0.0,0.0
71,1,73,1,1,Closed,Line,NO,0.034,0.099,0.047,260.0,0.0,0.0
72,1,77,1,1,Closed,Line,NO,0.018,0.087,0.011,520.0,0.0,0.0
72,1,531,1,1,Closed,Line,NO,0.0256,0.193,0.0,260.0,0.0,0.0
73,1,74,1,1,Closed,Transformer,YES,0.0,0.0244,0.0,520.0,0.0,0.0
73,1,76,1,1,Closed,Line,NO,0.021,0.057,0.03,260.0,0.0,0.0
73,1,79,1,1,Closed,Line,NO,0.018,0.052,0.018,520.0,0.0,0.0
74,1,88,1,1,Closed,Line,NO,0.004,0.027,0.05,520.0,0.0,0.0
74,1,562,1,1,Closed,Line,NO,0.0286,0.2013,0.379,260.0,0.0,0.0
76,1,77,1,1,Closed,Line,NO,0.016,0.043,0.004,520.0,0.0,0.0
77,1,78,1,1,Closed,Line,NO,0.001,0.006,0.007,260.0,0.0,0.0
77,1,80,1,1,Closed,Line,NO,0.014,0.07,0.038,520.0,0.0,0.0
77,1,552,1,1,Closed,Line,NO,0.0891,0.2676,0.029,520.0,0.0,0.0
77,1,609,1,1,Closed,Line,NO,0.0782,0.2127,0.022,520.0,0.0,0.0
78,1,79,1,1,Closed,Line,NO,0.006,0.022,0.011,260.0,0.0,0.0
78,1,84,1,1,Closed,Line,NO,0.0,0.036,0.0,260.0,0.0,0.0
79,1,211,3,1,Closed,Line,NO,0.099,0.375,0.051,520.0,0.0,0.0
80,1,211,3,1,Closed,Line,NO,0.022,0.107,0.058,520.0,0.0,0.0
81,1,88,1,1,Closed,Transformer,YES,0.0,0.02,0.0,520.0,0.0,0.0
81,1,194,3,1,Closed,Line,NO,0.0035,0.033,0.53,520.0,0.0,0.0
81,1,195,3,1,Closed,Line,NO,0.0035,0.033,0.53,520.0,0.0,0.0
85,1,86,1,1,Closed,Line,NO,0.008,0.064,0.128,260.0,0.0,0.0
85,1,99,1,1,Closed,Transformer,YES,0.0,0.048,0.0,260.0,0.0,0.0
86,1,87,1,1,Closed,Line,NO,0.012,0.093,0.183,260.0,0.0,0.0
86,1,102,1,1,Closed,Transformer,YES,0.0,0.048,0.0,260.0,0.0,0.0
86,1,323,1,1,Closed,Line,NO,0.006,0.048,0.092,520.0,0.0,0.0
87,1,94,1,1,Closed,Transformer,YES,0.0,0.046,0.0,520.0,0.0,0.0
89,1,91,1,1,Closed,Line,NO,0.047,0.119,0.014,520.0,0.0,0.0
90,1,92,1,1,Closed,Line,NO,0.032,0.174,0.024,520.0,0.0,0.0
91,1,94,1,1,Closed,Line,NO,0.1,0.253,0.031,520.0,0.0,0.0
91,1,97,1,1,Closed,Line,NO,0.022,0.077,0.039,260.0,0.0,0.0
92,1,103,1,1,Closed,Line,NO,0.019,0.144,0.017,260.0,0.0,0.0
92,1,105,1,1,Closed,Line,NO,0.017,0.092,0.012,260.0,0.0,0.0
94,1,97,1,1,Closed,Line,NO,0.278,0.427,0.043,260.0,0.0,0.0
97,1,100,1,1,Closed,Line,NO,0.022,0.053,0.007,520.0,0.0,0.0
97,1,102,1,1,Closed,Line,NO,0.038,0.092,0.012,520.0,0.0,0.0
97,1,103,1,1,Closed,Line,NO,0.048,0.122,0.015,260.0,0.0,0.0
98,1,100,1,1,Closed,Line,NO,0.024,0.064,0.007,520.0,0.0,0.0
98,1,102,1,1,Closed,Line,NO,0.034,0.121,0.015,260.0,0.0,0.0
99,1,107,1,1,Closed,Line,NO,0.053,0.135,0.017,260.0,0.0,0.0
99,1,108,1,1,Closed,Line,NO,0.002,0.004,0.002,520.0,0.0,0.0
99,1,109,1,1,Closed,Line,NO,0.045,0.354,0.044,520.0,0.0,0.0
99,1,110,1,1,Closed,Line,NO,0.05,0.174,0.022,260.0,0.0,0.0
100,1,102,1,1,Closed,Line,NO,0.016,0.038,0.004,520.0,0.0,0.0
102,1,104,1,1,Closed,Line,NO,0.043,0.064,0.027,520.0,0.0,0.0
103,1,105,1,1,Closed,Line,NO,0.019,0.062,0.008,520.0,0.0,0.0
104,1,108,1,1,Closed,Line,NO,0.076,0.13,0.044,260.0,0.0,0.0
104,1,322,1,1,Closed,Line,NO,0.044,0.124,0.015,520.0,0.0,0.0
105,1,107,1,1,Closed,Line,NO,0.012,0.088,0.011,260.0,0.0,0.0
105,1,110,1,1,Closed,Line,NO,0.157,0.4,0.047,520.0,0.0,0.0
108,1,324,1,1,Closed,Line,NO,0.074,0.208,0.026,260.0,0.0,0.0
109,1,110,1,1,Closed,Line,NO,0.07,0.184,0.021,520.0,0.0,0.0
109,1,113,1,1,Closed,Line,NO,0.1,0.274,0.031,260.0,0.0,0.0
109,1,114,1,1,Closed,Line,NO,0.109,0.393,0.036,260.0,0.0,0.0
110,1,112,1,1,Closed,Line,NO,0.142,0.404,0.05,260.0,0.0,0.0
112,1,114,1,1,Closed,Line,NO,0.017,0.042,0.006,260.0,0.0,0.0
114,1,207,1,1,Closed,Transformer,YES,0.0,0.149,0.0,260.0,0.0,0.0
115,2,122,2,1,Closed,Line,NO,0.0036,0.0199,0.004,520.0,0.0,0.0
116,2,120,2,1,Closed,Line,NO,0.002,0.1049,0.001,520.0,0.0,0.0
116,2,124,2,1,Closed,Transformer,YES,0.0052,0.0174,0.0,520.0,0.0,0.0
117,2,118,2,1,Closed,Line,NO,0.0001,0.0018,0.017,260.0,0.0,0.0
118,2,119,2,1,Closed,Line,NO,0.0,0.0271,0.0,260.0,0.0,0.0
118,2,121,2,1,Closed,Line,NO,0.0022,0.2915,0.0,520.0,0.0,0.0
118,2,1201,2,1,Closed,Line,NO,0.0,0.6163,0.0,260.0,0.0,0.0
119,2,120,2,1,Closed,Line,NO,0.0,0.0339,0.0,260.0,0.0,0.0
119,2,121,2,1,Closed,Line,NO,0.0,0.0582,0.0,260.0,0.0,0.0
119,2,1190,1190,1,Closed,Line,NO,0.001,0.023,0.0,520.0,0.0,0.0
120,2,1200,1200,1,Closed,Line,NO,0.0,0.023,0.0,520.0,0.0,0.0
120,2,1201,2,1,Closed,Series Cap,NO,0.0,-0.3697,0.0,520.0,0.0,0.0
121,2,115,2,1,Closed,Transformer,YES,0.0,0.028,0.0,260.0,0.0,0.0
122,2,123,2,1,Closed,Line,NO,0.0808,0.2344,0.029,520.0,0.0,0.0
122,2,125,2,1,Closed,Line,NO,0.0965,0.3669,0.054,260.0,0.0,0.0
122,2,157,2,1,Closed,Transformer,YES,0.0005,0.0195,0.0,520.0,0.0,0.0
123,2,124,2,1,Closed,Line,NO,0.036,0.1076,0.117,520.0,0.0,0.0
123,2,125,2,1,Closed,Line,NO,0.0476,0.1414,0.149,520.0,0.0,0.0
125,2,126,2,1,Closed,Line,NO,0.0006,0.0197,0.0,520.0,0.0,0.0
126,2,127,2,1,Closed,Line,NO,0.0059,0.0405,0.25,520.0,0.0,0.0
126,2,129,2,1,Closed,Line,NO,0.0115,0.1106,0.185,520.0,0.0,0.0
126,2,132,2,1,Closed,Line,NO,0.0198,0.1688,0.321,520.0,0.0,0.0
126,2,157,2,1,Closed,Line,NO,0.005,0.05,0.33,520.0,0.0,0.0
126,2,158,2,1,Closed,Line,NO,0.0077,0.0538,0.335,260.0,0.0,0.0
126,2,169,2,1,Closed,Line,NO,0.0165,0.1157,0.171,260.0,0.0,0.0
127,2,128,2,1,Closed,Line,NO,0.0059,0.0577,0.095,260.0,0.0,0.0
127,2,134,2,1,Closed,Line,NO,0.0049,0.0336,0.208,520.0,0.0,0.0
127,2,168,2,1,Closed,Line,NO,0.0059,0.0577,0.095,520.0,0.0,0.0
128,2,130,2,1,Closed,Line,NO,0.0078,0.0773,0.126,520.0,0.0,0.0
128,2,133,2,1,Closed,Line,NO,0.0026,0.0193,0.03,520.0,0.0,0.0
129,2,130,2,1,Closed,Line,NO,0.0076,0.0752,0.122,520.0,0.0,0.0
129,2,133,2,1,Closed,Line,NO,0.0021,0.0186,0.03,260.0,0.0,0.0
130,2,131,2,1,Closed,Transformer,YES,0.0,0.018,0.0,520.0,0.0,0.0
130,2,132,2,1,Closed,Line,NO,0.0016,0.0164,0.026,260.0,0.0,0.0
130,2,150,2,1,Closed,Transformer,YES,0.0,0.014,0.0,260.0,0.0,0.0
130,2,151,2,1,Closed,Line,NO,0.0017,0.0165,0.026,260.0,0.0,0.0
130,2,167,2,1,Closed,Line,NO,0.0079,0.0793,0.127,520.0,0.0,0.0
130,2,168,2,1,Closed,Line,NO,0.0078,0.0784,0.125,260.0,0.0,0.0
132,2,170,2,1,Closed,Transformer,YES,0.001,0.0402,0.0,260.0,0.0,0.0
133,2,137,2,1,Closed,Line,NO,0.0017,0.0117,0.289,260.0,0.0,0.0
133,2,168,2,1,Closed,Line,NO,0.0026,0.0193,0.03,520.0,0.0,0.0
133,2,169,2,1,Closed,Line,NO,0.0021,0.0186,0.03,520.0,0.0,0.0
133,2,171,2,1,Closed,Line,NO,0.0002,0.0101,0.0,520.0,0.0,0.0
134,2,135,2,1,Closed,Line,NO,0.0043,0.0293,0.18,520.0,0.0,0.0
134,2,184,2,1,Closed,Line,NO,0.0039,0.0381,0.258,520.0,0.0,0.0
135,2,136,2,1,Closed,Line,NO,0.0091,0.0623,0.385,260.0,0.0,0.0
136,2,137,2,1,Closed,Line,NO,0.0125,0.089,0.54,260.0,0.0,0.0
136,2,152,2,1,Closed,Line,NO,0.0056,0.039,0.953,520.0,0.0,0.0
137,2,140,2,1,Closed,Line,NO,0.0015,0.0114,0.284,520.0,0.0,0.0
137,2,181,2,1,Closed,Line,NO,0.0005,0.0034,0.021,520.0,0.0,0.0
137,2,186,2,1,Closed,Line,NO,0.0007,0.0151,0.126,260.0,0.0,0.0
137,2,188,2,1,Closed,Line,NO,0.0005,0.0034,0.021,260.0,0.0,0.0
138,2,181,2,1,Closed,Line,NO,0.0004,0.0202,0.0,520.0,0.0,0.0
138,2,188,2,1,Closed,Line,NO,0.0004,0.0202,0.0,260.0,0.0,0.0
139,2,172,2,1,Closed,Line,NO,0.0562,0.2248,0.081,520.0,0.0,0.0
140,2,141,2,1,Closed,Line,NO,0.012,0.0836,0.123,520.0,0.0,0.0
140,2,142,2,1,Closed,Line,NO,0.0152,0.1132,0.684,520.0,0.0,0.0
140,2,145,2,1,Closed,Line,NO,0.0468,0.3369,0.519,260.0,0.0,0.0
140,2,146,2,1,Closed,Line,NO,0.043,0.3031,0.463,520.0,0.0,0.0
140,2,147,2,1,Closed,Line,NO,0.0489,0.3492,0.538,520.0,0.0,0.0
140,2,182,2,1,Closed,Line,NO,0.0013,0.0089,0.119,260.0,0.0,0.0
141,2,146,2,1,Closed,Line,NO,0.0291,0.2267,0.342,520.0,0.0,0.0
141,2,174,2,1,Closed,Transformer,YES,0.0024,0.0603,0.0,520.0,0.0,0.0
142,2,143,2,1,Closed,Line,NO,0.006,0.057,0.767,260.0,0.0,0.0
142,2,175,2,1,Closed,Transformer,YES,0.0024,0.0498,0.0,520.0,0.0,0.0
143,2,144,2,1,Closed,Transformer,YES,0.0,0.0833,0.0,260.0,0.0,0.0
143,2,145,2,1,Closed,Line,NO,0.0075,0.0773,0.119,520.0,0.0,0.0
143,2,148,2,1,Closed,Transformer,YES,0.0013,0.0371,0.0,520.0,0.0,0.0
143,2,149,2,1,Closed,Line,NO,0.0127,0.0909,0.135,520.0,0.0,0.0
145,2,146,2,1,Closed,Line,NO,0.0085,0.0588,0.087,520.0,0.0,0.0
145,2,149,2,1,Closed,Line,NO,0.0218,0.1511,0.223,260.0,0.0,0.0
145,2,180,2,1,Closed,Transformer,YES,0.0005,0.0182,0.0,260.0,0.0,0.0
146,2,147,2,1,Closed,Line,NO,0.0073,0.0504,0.074,260.0,0.0,0.0
148,2,178,2,1,Closed,Line,NO,0.0523,0.1526,0.074,520.0,0.0,0.0
148,2,179,2,1,Closed,Line,NO,0.1371,0.3919,0.076,260.0,0.0,0.0
151,2,170,2,1,Closed,Transformer,YES,0.001,0.0392,0.0,260.0,0.0,0.0
152,2,153,2,1,Closed,Line,NO,0.0137,0.0957,0.141,260.0,0.0,0.0
153,2,161,2,1,Closed,Line,NO,0.0055,0.0288,0.19,260.0,0.0,0.0
153,2,183,2,1,Closed,Transformer,YES,0.0027,0.0639,0.0,260.0,0.0,0.0
154,2,156,2,1,Closed,Line,NO,0.1746,0.3161,0.04,520.0,0.0,0.0
154,2,183,2,1,Closed,Line,NO,0.0804,0.3054,0.045,260.0,0.0,0.0
155,2,156,2,1,Closed,Transformer,YES,0.0008,0.0256,0.0,260.0,0.0,0.0
155,2,161,2,1,Closed,Line,NO,0.011,0.0568,0.388,260.0,0.0,0.0
157,2,159,2,1,Closed,Line,NO,0.0008,0.0098,0.069,260.0,0.0,0.0
158,2,159,2,1,Closed,Line,NO,0.0029,0.0285,0.19,520.0,0.0,0.0
158,2,160,2,1,Closed,Line,NO,0.0066,0.0448,0.277,260.0,0.0,0.0
159,2,117,2,1,Closed,Transformer,YES,0.0,0.016,0.0,520.0,0.0,0.0
160,2,124,2,1,Closed,Transformer,YES,0.0012,0.0396,0.0,260.0,0.0,0.0
162,2,164,2,1,Closed,Line,NO,0.0024,0.0326,0.236,260.0,0.0,0.0
162,2,165,2,1,Closed,Line,NO,0.0018,0.0245,1.662,260.0,0.0,0.0
163,2,137,2,1,Closed,Transformer,YES,0.0013,0.0384,0.0,260.0,0.0,0.0
163,2,164,2,1,Closed,Line,NO,0.0044,0.0514,3.597,260.0,0.0,0.0
164,2,155,2,1,Closed,Transformer,YES,0.0009,0.0231,0.0,260.0,0.0,0.0
165,2,166,2,1,Closed,Line,NO,0.0002,0.0123,0.0,520.0,0.0,0.0
167,2,169,2,1,Closed,Line,NO,0.0018,0.0178,0.029,520.0,0.0,0.0
172,2,173,2,1,Closed,Line,NO,0.0669,0.4843,0.063,260.0,0.0,0.0
172,2,174,2,1,Closed,Line,NO,0.0558,0.221,0.031,260.0,0.0,0.0
173,2,174,2,1,Closed,Line,NO,0.0807,0.3331,0.049,520.0,0.0,0.0
173,2,175,2,1,Closed,Line,NO,0.0739,0.3071,0.043,260.0,0.0,0.0
173,2,176,2,1,Closed,Line,NO,0.1799,0.5017,0.069,520.0,0.0,0.0
175,2,176,2,1,Closed,Line,NO,0.0904,0.3626,0.048,520.0,0.0,0.0
175,2,179,2,1,Closed,Line,NO,0.077,0.3092,0.054,260.0,0.0,0.0
176,2,177,2,1,Closed,Line,NO,0.0251,0.0829,0.047,260.0,0.0,0.0
177,2,178,2,1,Closed,Line,NO,0.0222,0.0847,0.05,520.0,0.0,0.0
178,2,179,2,1,Closed,Line,NO,0.0498,0.1855,0.029,260.0,0.0,0.0
178,2,180,2,1,Closed,Line,NO,0.0061,0.029,0.084,520.0,0.0,0.0
181,2,187,2,1,Closed,Line,NO,0.0004,0.0083,0.115,520.0,0.0,0.0
182,2,139,2,1,Closed,Transformer,YES,0.0003,0.0131,0.0,520.0,0.0,0.0
184,2,185,2,1,Closed,Line,NO,0.0025,0.0245,0.164,520.0,0.0,0.0
186,2,188,2,1,Closed,Line,NO,0.0007,0.0086,0.115,520.0,0.0,0.0
187,2,188,2,1,Closed,Line,NO,0.0007,0.0086,0.115,260.0,0.0,0.0
189,3,208,3,1,Closed,Line,NO,0.033,0.095,0.0,520.0,0.0,0.0
189,3,209,3,1,Closed,Line,NO,0.046,0.069,0.0,520.0,0.0,0.0
189,3,210,3,1,Closed,Transformer,YES,0.0,0.252,0.0,520.0,0.0,0.0
190,3,229,3,1,Closed,Line,NO,0.0,0.0626,0.0,520.0,0.0,0.0
190,3,231,3,1,Closed,Line,NO,0.0004,0.0022,6.2,520.0,0.0,0.0
190,3,240,3,1,Closed,Line,NO,0.0,0.0275,0.0,520.0,0.0,0.0
191,3,192,3,1,Closed,Line,NO,0.003,0.048,0.0,260.0,0.0,0.0
191,3,225,3,1,Closed,Line,NO,0.001,0.061,0.0,520.0,0.0,0.0
192,3,225,3,1,Closed,Line,NO,0.002,0.009,0.0,520.0,0.0,0.0
193,3,196,3,1,Closed,Transformer,YES,0.0,0.237,0.0,520.0,0.0,0.0
193,3,205,3,1,Closed,Line,NO,0.045,0.063,0.0,260.0,0.0,0.0
193,3,208,3,1,Closed,Line,NO,0.048,0.127,0.0,520.0,0.0,0.0
194,3,219,3,1,Closed,Line,NO,0.0031,0.0286,0.5,520.0,0.0,0.0
194,3,664,3,1,Closed,Line,NO,0.0024,0.0355,0.36,260.0,0.0,0.0
195,3,212,3,1,Closed,Transformer,YES,0.0008,0.0366,0.0,520.0,0.0,0.0
195,3,219,3,1,Closed,Line,NO,0.0031,0.0286,0.5,260.0,0.0,0.0
196,3,197,3,1,Closed,Line,NO,0.014,0.04,0.004,520.0,0.0,0.0
196,3,210,3,1,Closed,Line,NO,0.03,0.081,0.01,260.0,0.0,0.0
196,3,2040,3,1,Closed,Transformer,YES,0.0001,0.02,0.0,260.0,0.0,0.0
197,3,198,3,1,Closed,Line,NO,0.01,0.06,0.009,520.0,0.0,0.0
197,3,211,3,1,Closed,Line,NO,0.015,0.04,0.006,260.0,0.0,0.0
198,3,202,3,1,Closed,Line,NO,0.332,0.688,0.0,260.0,0.0,0.0
198,3,203,3,1,Closed,Line,NO,0.009,0.046,0.025,260.0,0.0,0.0
198,3,210,3,1,Closed,Line,NO,0.02,0.073,0.008,260.0,0.0,0.0
198,3,211,3,1,Closed,Line,NO,0.034,0.109,0.032,260.0,0.0,0.0
199,3,200,3,1,Closed,Line,NO,0.076,0.135,0.009,260.0,0.0,0.0
199,3,210,3,1,Closed,Line,NO,0.04,0.102,0.005,520.0,0.0,0.0
200,3,210,3,1,Closed,Line,NO,0.081,0.128,0.014,520.0,0.0,0.0
200,3,248,3,1,Closed,Transformer,YES,0.0,0.22,0.0,260.0,0.0,0.0
201,1,69,1,2,Closed,Transformer,YES,0.0,0.098,0.0,260.0,0.0,0.0
201,1,204,3,1,Closed,Line,NO,0.124,0.183,0.0,520.0,0.0,0.0
202,3,211,3,1,Closed,Transformer,YES,0.0,0.128,0.0,260.0,0.0,0.0
203,3,211,3,1,Closed,Line,NO,0.01,0.059,0.008,260.0,0.0,0.0
204,3,205,3,1,Closed,Line,NO,0.046,0.068,0.0,520.0,0.0,0.0
204,3,2040,3,1,Closed,Transformer,YES,0.02,0.204,0.0,520.0,0.0,0.0
205,3,206,3,1,Closed,Line,NO,0.302,0.446,0.0,520.0,0.0,0.0
206,3,207,1,1,Closed,Line,NO,0.073,0.093,0.0,260.0,0.0,0.0
206,3,208,3,1,Closed,Line,NO,0.24,0.421,0.0,260.0,0.0,0.0
