bus,price,amount,cleared
17,20,7.0,7.0
17,15,2.0,2.0
17,15,1.0,1.0
17,14,1.0,1.0
17,12,4.0,4.0
17,10,9.0,9.0
17,7,9.0,0.0
17,6,3.0,0.0
17,5,4.0,0.0
17,4,6.0,0.0
18,23,1.0,1.0
18,20,5.0,5.0
18,18,3.0,3.0
18,17,6.0,6.0
18,16,5.0,5.0
18,16,3.0,3.0
18,16,2.0,2.0
18,16,1.0,1.0
18,15,3.0,3.0
18,13,1.0,1.0
18,12,3.0,3.0
18,11,4.0,4.0
18,9,9.0,9.0
18,9,1.0,1.0
18,3,9.0,0.0
18,3,5.0,0.0
18,2,2.0,0.0
19,22,6.0,6.0
19,22,4.0,4.0
19,21,1.0,1.0
19,17,5.0,5.0
19,13,4.0,4.0
19,9,2.0,2.0
19,9,1.0,1.0
19,8,5.0,5.0
19,8,2.0,1.3059358287935932
19,7,5.0,0.0
19,2,8.0,0.0
20,19,3.0,3.0
20,15,6.0,6.0
20,10,10.0,0.0
20,7,5.0,0.0
20,7,3.0,0.0
20,5,2.0,0.0
20,4,3.0,0.0
20,4,3.0,0.0
20,4,1.0,0.0
20,2,9.0,0.0
21,23,6.0,6.0
21,21,17.0,17.0
21,20,6.0,6.0
21,20,4.0,4.0
21,20,3.0,3.0
21,19,10.0,10.0
21,18,6.0,6.0
21,16,5.0,5.0
21,15,1.0,0.0
21,12,3.0,0.0
21,12,1.0,0.0
21,9,1.0,0.0
21,7,5.0,0.0
21,6,8.0,0.0
21,5,2.0,0.0
21,3,4.0,0.0
22,23,10.0,10.0
22,23,6.0,6.0
22,19,5.0,5.0
22,17,8.0,8.0
22,17,2.0,2.0
22,17,1.0,1.0
22,16,2.0,0.0
22,15,4.0,0.0
22,13,8.0,0.0
22,13,1.0,0.0
22,10,1.0,0.0
22,9,2.0,0.0
23,23,3.0,3.0
23,23,3.0,3.0
23,22,4.0,4.0
23,19,1.0,1.0
23,18,4.0,4.0
23,17,7.0,7.0
23,17,3.0,3.0
23,16,3.0,0.0
23,16,1.0,0.0
23,15,6.0,0.0
23,11,5.0,0.0
23,11,1.0,0.0
23,8,2.0,0.0
23,6,9.0,0.0
23,6,4.0,0.0
24,23,9.0,9.0
24,21,7.0,7.0
24,20,9.0,9.0
24,18,2.0,2.0
24,13,7.0,0.0
24,10,2.0,0.0
24,9,6.0,0.0
24,9,2.0,0.0
24,7,2.0,0.0
24,7,1.0,0.0
24,6,4.0,0.0
24,4,2.0,0.0
24,2,5.0,0.0
25,24,7.0,7.0
25,24,1.0,1.0
25,23,2.0,2.0
25,19,3.0,3.0
25,19,2.0,2.0
25,19,2.0,2.0
25,19,1.0,1.0
25,17,7.0,7.0
25,12,2.0,0.0
25,11,8.0,0.0
25,11,1.0,0.0
25,10,5.0,0.0
25,10,2.0,0.0
25,9,8.0,0.0
25,9,2.0,0.0
25,6,6.0,0.0
25,5,6.0,0.0
25,4,4.0,0.0
25,2,8.0,0.0
25,2,1.0,0.0
26,24,6.0,6.0
26,22,6.0,6.0
26,22,5.0,5.0
26,15,5.0,5.0
26,13,1.0,0.0
26,11,11.0,0.0
26,10,5.0,0.0
26,10,3.0,0.0
26,9,5.0,0.0
26,7,2.0,0.0
26,4,1.0,0.0
26,3,5.0,0.0
27,22,2.0,2.0
27,20,2.0,2.0
27,19,5.0,5.0
27,16,2.0,2.0
27,13,3.0,0.0
27,12,11.0,0.0
27,12,2.0,0.0
27,10,5.0,0.0
27,8,9.0,0.0
27,6,5.0,0.0
27,6,4.0,0.0
27,5,15.0,0.0
27,5,4.0,0.0
27,3,4.0,0.0
28,22,4.0,4.0
28,20,6.0,6.0
28,20,4.0,4.0
28,17,9.0,9.0
28,13,9.0,0.0
28,12,2.0,0.0
28,6,3.0,0.0
28,3,4.0,0.0
28,2,5.0,0.0
28,2,4.0,0.0
29,23,10.0,10.0
29,23,4.0,4.0
29,22,5.0,5.0
29,20,8.0,8.0
29,19,1.0,1.0
29,13,8.0,7.208568320923686
29,13,1.0,1.0
29,7,1.0,0.0
29,4,1.0,0.0
29,4,1.0,0.0
29,3,5.0,0.0
30,24,9.0,9.0
30,20,7.0,7.0
30,18,2.0,2.0
30,9,1.0,0.0
30,7,7.0,0.0
30,6,7.0,0.0
30,4,2.0,0.0
30,3,9.0,0.0
30,3,5.0,0.0
30,2,8.0,0.0
31,23,6.0,6.0
31,22,6.0,6.0
31,22,3.0,3.0
31,22,2.0,2.0
31,21,4.0,4.0
31,21,3.0,3.0
31,19,7.0,7.0
31,19,2.0,2.0
31,16,1.0,1.0
31,15,3.0,0.0
31,14,5.0,0.0
31,13,3.0,0.0
31,8,5.0,0.0
31,6,4.0,0.0
32,24,3.0,3.0
32,24,2.0,2.0
32,22,3.0,3.0
32,20,5.0,5.0
32,18,3.0,3.0
32,17,3.0,3.0
32,13,2.0,0.0
32,11,2.0,0.0
32,10,7.0,0.0
32,10,7.0,0.0
32,9,3.0,0.0
32,7,4.0,0.0
32,7,2.0,0.0
32,6,6.0,0.0
32,6,5.0,0.0
32,4,6.0,0.0
32,4,5.0,0.0
32,3,3.0,0.0
32,2,9.0,0.0
33,21,4.0,4.0
33,20,6.0,6.0
33,12,7.0,0.0
33,12,5.0,0.0
33,12,2.0,0.0
33,11,7.0,0.0
33,9,2.0,0.0
33,8,4.0,0.0
33,6,2.0,0.0
33,6,2.0,0.0
33,5,6.0,0.0
33,5,4.0,0.0
33,3,2.0,0.0
33,2,13.0,0.0
34,24,3.0,3.0
34,23,4.0,4.0
34,23,1.0,1.0
34,23,1.0,1.0
34,17,3.0,3.0
34,16,11.0,11.0
34,16,5.0,5.0
34,15,6.0,0.0
34,15,4.0,0.0
34,12,3.0,0.0
34,10,7.0,0.0
34,7,7.0,0.0
34,3,3.0,0.0
34,2,4.0,0.0
35,23,4.0,4.0
35,22,1.0,1.0
35,19,2.0,2.0
35,16,2.0,2.0
35,16,1.0,1.0
35,13,7.0,0.0
35,12,1.0,0.0
35,11,2.0,0.0
35,10,8.0,0.0
35,9,5.0,0.0
35,9,1.0,0.0
35,8,7.0,0.0
35,5,1.0,0.0
35,3,5.0,0.0
36,21,9.0,9.0
36,20,5.0,5.0
36,19,2.0,2.0
36,19,1.0,1.0
36,17,10.0,10.0
36,14,4.0,0.0
36,14,2.0,0.0
36,13,6.0,0.0
36,12,1.0,0.0
36,8,4.0,0.0
36,8,2.0,0.0
36,2,12.0,0.0
36,2,6.0,0.0
37,24,3.0,3.0
37,24,1.0,1.0
37,23,2.0,2.0
37,23,1.0,1.0
37,21,2.0,2.0
37,19,6.0,6.0
37,19,2.0,2.0
37,18,9.0,9.0
37,18,9.0,9.0
37,16,3.0,3.0
37,13,6.0,0.0
37,11,2.0,0.0
37,11,2.0,0.0
37,11,1.0,0.0
37,8,3.0,0.0
37,5,6.0,0.0
37,2,1.0,0.0
38,24,8.0,8.0
38,24,6.0,6.0
38,24,1.0,1.0
38,23,5.0,5.0
38,21,7.0,7.0
38,19,8.0,8.0
38,17,3.0,3.0
38,16,8.0,8.0
38,16,5.0,5.0
38,15,2.0,0.0
38,14,1.0,0.0
38,13,9.0,0.0
38,12,8.0,0.0
38,10,5.0,0.0
38,9,2.0,0.0
38,7,4.0,0.0
38,4,6.0,0.0
38,3,7.0,0.0
38,3,2.0,0.0
39,24,1.0,1.0
39,22,9.0,9.0
39,22,4.0,4.0
39,17,2.0,2.0
39,14,4.0,0.0
39,13,6.0,0.0
39,11,6.0,0.0
39,9,6.0,0.0
39,9,5.0,0.0
39,8,4.0,0.0
39,6,2.0,0.0
39,4,17.0,0.0
39,3,1.0,0.0
40,21,8.0,8.0
40,20,2.0,2.0
40,20,1.0,1.0
40,20,1.0,1.0
40,19,6.0,6.0
40,19,5.0,5.0
40,14,4.0,0.0
40,9,2.0,0.0
40,7,5.0,0.0
40,4,1.0,0.0
40,3,3.0,0.0
41,24,4.0,4.0
41,24,1.0,1.0
41,20,6.0,6.0
41,19,4.0,4.0
41,18,4.0,4.0
41,16,10.0,10.0
41,16,2.0,2.0
41,15,4.0,4.0
41,14,6.0,0.0
41,9,7.0,0.0
41,7,6.0,0.0
41,6,8.0,0.0
41,5,7.0,0.0
41,5,3.0,0.0
41,5,1.0,0.0
41,4,8.0,0.0
41,2,6.0,0.0
42,24,5.0,5.0
42,24,1.0,1.0
42,23,7.0,7.0
42,23,6.0,6.0
42,21,3.0,3.0
42,20,7.0,7.0
42,20,6.0,6.0
42,19,4.0,4.0
42,19,1.0,1.0
42,17,1.0,1.0
42,12,5.0,0.0
42,6,6.0,0.0
42,4,4.0,0.0
42,3,5.0,0.0
43,20,5.0,5.0
43,16,3.0,3.0
43,16,1.0,1.0
43,16,1.0,1.0
43,15,11.0,11.0
43,14,4.0,4.0
43,14,2.0,2.0
43,12,1.0,0.0
43,10,4.0,0.0
43,9,6.0,0.0
43,9,5.0,0.0
43,9,5.0,0.0
43,7,2.0,0.0
43,6,1.0,0.0
43,2,5.0,0.0
43,2,3.0,0.0
44,23,4.0,4.0
44,23,4.0,4.0
44,23,3.0,3.0
44,21,1.0,1.0
44,20,3.0,3.0
44,18,12.0,12.0
44,17,2.0,2.0
44,12,7.0,0.0
44,11,11.0,0.0
44,11,5.0,0.0
44,10,2.0,0.0
44,7,12.0,0.0
44,7,2.0,0.0
44,4,6.0,0.0
44,4,5.0,0.0
44,4,5.0,0.0
45,23,7.0,7.0
45,23,3.0,3.0
45,22,2.0,2.0
45,19,15.0,15.0
45,19,2.0,2.0
45,17,2.0,0.0
45,14,1.0,0.0
45,12,9.0,0.0
45,12,6.0,0.0
45,10,7.0,0.0
45,9,4.0,0.0
45,7,4.0,0.0
45,6,4.0,0.0
45,6,2.0,0.0
45,5,1.0,0.0
45,3,6.0,0.0
45,3,1.0,0.0
45,2,1.0,0.0
46,23,1.0,1.0
46,22,4.0,4.0
46,21,2.0,2.0
46,21,1.0,1.0
46,19,2.0,2.0
46,16,4.0,0.0
46,14,2.0,0.0
46,11,9.0,0.0
46,10,5.0,0.0
46,8,2.0,0.0
46,7,2.0,0.0
46,6,5.0,0.0
46,5,2.0,0.0
46,4,1.0,0.0
46,2,7.0,0.0
47,20,2.0,2.0
47,19,8.0,8.0
47,19,6.0,6.0
47,10,9.0,0.0
47,10,3.0,0.0
47,6,1.0,0.0
47,6,1.0,0.0
47,5,6.0,0.0
47,5,5.0,0.0
47,4,1.0,0.0
48,22,4.0,4.0
48,17,1.0,1.0
48,16,6.0,6.0
48,14,2.0,0.0
48,11,3.0,0.0
48,11,1.0,0.0
48,10,4.0,0.0
48,10,3.0,0.0
48,7,11.0,0.0
48,6,3.0,0.0
48,6,2.0,0.0
48,4,3.0,0.0
48,3,3.0,0.0
48,3,1.0,0.0
49,21,1.0,1.0
49,20,8.0,8.0
49,18,1.0,1.0
49,17,2.0,2.0
49,17,1.0,1.0
49,16,6.0,6.0
49,14,6.0,0.0
49,14,3.0,0.0
49,10,5.0,0.0
49,9,1.0,0.0
49,9,1.0,0.0
49,7,4.0,0.0
49,6,5.0,0.0
50,21,7.0,7.0
50,20,8.0,8.0
50,20,7.0,7.0
50,20,2.0,2.0
50,18,11.0,11.0
50,17,4.0,4.0
50,16,3.0,3.0
50,16,1.0,1.0
50,15,8.0,8.0
50,15,2.0,2.0
50,15,1.0,1.0
50,14,5.0,0.0
50,11,3.0,0.0
50,5,3.0,0.0
50,4,8.0,0.0
50,4,1.0,0.0
50,3,2.0,0.0
50,3,1.0,0.0
50,2,6.0,0.0
51,24,1.0,1.0
51,20,3.0,3.0
51,19,5.0,5.0
51,18,4.0,4.0
51,17,4.0,4.0
51,14,7.0,7.0
51,14,6.0,6.0
51,14,2.0,2.0
51,14,1.0,1.0
51,11,5.0,0.0
51,11,5.0,0.0
51,8,3.0,0.0
51,8,2.0,0.0
51,8,1.0,0.0
51,7,6.0,0.0
51,7,1.0,0.0
51,6,2.0,0.0
51,4,7.0,0.0
51,4,4.0,0.0
51,3,5.0,0.0
52,23,3.0,3.0
52,20,6.0,6.0
52,20,1.0,1.0
52,19,7.0,7.0
52,18,7.0,7.0
52,17,8.0,8.0
52,12,5.0,0.0
52,3,7.0,0.0
52,3,4.0,0.0
52,2,5.0,0.0
53,23,2.0,2.0
53,22,6.0,6.0
53,22,4.0,4.0
53,20,7.0,7.0
53,17,1.0,1.0
53,16,4.0,4.0
53,16,3.0,3.0
53,15,2.0,2.0
53,13,4.0,4.0
53,12,1.0,0.0
53,9,7.0,0.0
53,9,3.0,0.0
53,9,2.0,0.0
53,8,3.0,0.0
53,7,11.0,0.0
53,6,2.0,0.0
53,3,13.0,0.0
53,3,3.0,0.0
53,3,3.0,0.0
54,23,2.0,2.0
54,23,1.0,1.0
54,22,1.0,1.0
54,20,6.0,6.0
54,19,3.0,3.0
54,18,5.0,5.0
54,15,2.0,2.0
54,14,1.0,1.0
54,14,1.0,1.0
54,14,1.0,1.0
54,8,6.0,0.0
54,8,5.0,0.0
54,8,4.0,0.0
54,7,3.0,0.0
54,5,3.0,0.0
54,4,1.0,0.0
54,3,11.0,0.0
54,2,8.0,0.0
55,24,9.0,9.0
55,24,4.0,4.0
55,22,7.0,7.0
55,21,1.0,1.0
55,20,5.0,5.0
55,20,2.0,2.0
55,19,1.0,1.0
55,17,4.0,4.0
55,17,2.0,2.0
55,13,5.0,5.0
55,10,6.0,0.0
55,7,4.0,0.0
56,24,3.0,3.0
56,23,3.0,3.0
56,20,2.0,2.0
56,19,4.0,4.0
56,17,8.0,8.0
56,17,2.0,2.0
56,15,6.0,6.0
56,15,3.0,3.0
56,13,5.0,0.0
56,13,2.0,0.0
56,13,2.0,0.0
56,13,1.0,0.0
56,7,2.0,0.0
56,2,2.0,0.0
57,24,7.0,7.0
57,22,1.0,1.0
57,21,1.0,1.0
57,20,3.0,3.0
57,17,9.0,9.0
57,15,7.0,7.0
57,15,3.0,3.0
57,14,4.0,0.0
57,13,6.0,0.0
57,12,5.0,0.0
57,11,3.0,0.0
57,10,5.0,0.0
57,8,3.0,0.0
57,7,2.0,0.0
57,7,2.0,0.0
57,6,3.0,0.0
57,6,2.0,0.0
57,3,3.0,0.0
57,2,5.0,0.0
57,2,1.0,0.0
