From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,R,X,B,Lim MVA A,Lim MVA B,Lim MVA C
94,Switchbk,95,Caldwell,1,Closed,Line,NO,0.0132,0.0434,0.0111,260.0,0.0,0.0
94,Switchbk,96,Baileysv,1,Closed,Line,NO,0.0269,0.0869,0.023,260.0,0.0,0.0
94,Switchbk,100,Glen Lyn,1,Closed,Line,NO,0.0178,0.058,0.0604,260.0,0.0,0.0
95,Caldwell,96,Baileysv,1,Closed,Line,NO,0.0171,0.0547,0.01474,260.0,0.0,0.0
96,Baileysv,97,Sundial,1,Closed,Line,NO,0.0173,0.0885,0.024,520.0,0.0,0.0
98,Bradley,100,Glen Lyn,1,Closed,Line,NO,0.0397,0.179,0.0476,520.0,0.0,0.0
99,Hinton,100,Glen Lyn,1,Closed,Line,NO,0.018,0.0813,0.0216,520.0,0.0,0.0
100,Glen Lyn,101,Wythe,1,Closed,Line,NO,0.0277,0.1262,0.0328,260.0,0.0,0.0
100,Glen Lyn,103,Claytor,1,Closed,Line,NO,0.016,0.0525,0.0536,260.0,0.0,0.0
100,Glen Lyn,104,Hancock,1,Closed,Line,NO,0.0451,0.204,0.0541,520.0,0.0,0.0
100,Glen Lyn,106,Cloverdl,1,Closed,Line,NO,0.0605,0.229,0.062,260.0,0.0,0.0
101,Wythe,102,Smythe,1,Closed,Line,NO,0.0246,0.112,0.0294,260.0,0.0,0.0
103,Claytor,104,Hancock,1,Closed,Line,NO,0.0466,0.1584,0.0407,260.0,0.0,0.0
103,Claytor,105,Roanoke,1,Closed,Line,NO,0.0535,0.1625,0.0408,520.0,0.0,0.0
103,Claytor,110,Fieldale,1,Closed,Line,NO,0.03906,0.1813,0.0461,520.0,0.0,0.0
104,Hancock,105,Roanoke,1,Closed,Line,NO,0.00994,0.0378,0.00986,520.0,0.0,0.0
105,Roanoke,106,Cloverdl,1,Closed,Line,NO,0.014,0.0547,0.01434,260.0,0.0,0.0
105,Roanoke,107,Reusens,1,Closed,Line,NO,0.053,0.183,0.0472,520.0,0.0,0.0
105,Roanoke,108,Blaine,1,Closed,Line,NO,0.0261,0.0703,0.01844,260.0,0.0,0.0
106,Cloverdl,107,Reusens,1,Closed,Line,NO,0.053,0.183,0.0472,520.0,0.0,0.0
108,Blaine,109,Franklin,1,Closed,Line,NO,0.0105,0.0288,0.0076,520.0,0.0,0.0
109,Franklin,110,Fieldale,1,Closed,Line,NO,0.0278,0.0762,0.0202,520.0,0.0,0.0
110,Fieldale,111,DanRiver,1,Closed,Line,NO,0.022,0.0755,0.02,520.0,0.0,0.0
110,Fieldale,112,Danville,1,Closed,Line,NO,0.0247,0.064,0.062,520.0,0.0,0.0
114,WMedford,115,Medford,1,Closed,Line,NO,0.0023,0.0104,0.00276,520.0,0.0,0.0
